county,cntyname,vtd,Voting District Name,2010 Tract,2010 census pop,alloc factor
42003,Allegheny PA,8160,PITTSBURGH WD 11 DIST 04*,1114,522,0.774
,,,,1115,152,0.226
42003,Allegheny PA,8180,PITTSBURGH WD 11 DIST 05*,1113,502,0.69
,,,,1114,226,0.31
42003,Allegheny PA,8200,PITTSBURGH WD 11 DIST 06*,1014,339,0.331
,,,,1102,431,0.42
,,,,1113,255,0.249
42003,Allegheny PA,8210,PITTSBURGH WD 11 DIST 07*,1102,766,1
42003,Allegheny PA,8240,PITTSBURGH WD 11 DIST 08*,1102,756,1
42003,Allegheny PA,8260,PITTSBURGH WD 11 DIST 09*,1102,554,0.817
,,,,1106,106,0.156
,,,,9801,18,0.027
42003,Allegheny PA,8280,PITTSBURGH WD 11 DIST 10,1106,637,1
42003,Allegheny PA,8300,PITTSBURGH WD 11 DIST 11*,1102,722,1
42003,Allegheny PA,8320,PITTSBURGH WD 11 DIST 12*,1106,806,1
42003,Allegheny PA,8340,PITTSBURGH WD 11 DIST 13,1106,825,1
42003,Allegheny PA,8360,PITTSBURGH WD 11 DIST 14,1106,32,0.054
,,,,1113,493,0.838
,,,,1115,61,0.104
,,,,1208,2,0.003
42003,Allegheny PA,8370,PITTSBURGH WD 11 DIST 15,1115,438,1
42003,Allegheny PA,8390,PITTSBURGH WD 11 DIST 16*,1113,656,1
42003,Allegheny PA,8410,PITTSBURGH WD 11 DIST 17*,1113,547,0.658
,,,,1115,284,0.342
42003,Allegheny PA,8430,PITTSBURGH WD 11 DIST 18,1113,186,0.312
,,,,1115,410,0.688
42003,Allegheny PA,8450,PITTSBURGH WD 12 DIST 01,1208,331,1
42003,Allegheny PA,8470,PITTSBURGH WD 12 DIST 02*,1204,393,0.849
,,,,1208,70,0.151
42003,Allegheny PA,8490,PITTSBURGH WD 12 DIST 03,1208,131,1
42003,Allegheny PA,8510,PITTSBURGH WD 12 DIST 04,1115,174,0.349
,,,,1208,325,0.651
42003,Allegheny PA,8530,PITTSBURGH WD 12 DIST 05*,1204,199,1
42003,Allegheny PA,8550,PITTSBURGH WD 12 DIST 06*,1204,277,1
42003,Allegheny PA,8570,PITTSBURGH WD 12 DIST 07,1203,262,0.668
,,,,1207,119,0.304
,,,,1301,11,0.028
42003,Allegheny PA,8590,PITTSBURGH WD 12 DIST 08*,1207,313,1
42003,Allegheny PA,8610,PITTSBURGH WD 12 DIST 09,1207,386,1
42003,Allegheny PA,8630,PITTSBURGH WD 12 DIST 10,1203,540,1
42003,Allegheny PA,8650,PITTSBURGH WD 12 DIST 11*,1203,556,1
42003,Allegheny PA,8670,PITTSBURGH WD 12 DIST 12,5619,720,0.493
,,,,9800,540,0.37
,,,,9818,201,0.138
42003,Allegheny PA,8690,PITTSBURGH WD 12 DIST 13*,5619,510,1
42003,Allegheny PA,8710,PITTSBURGH WD 12 DIST 14,1203,292,0.723
,,,,5619,112,0.277
42003,Allegheny PA,8720,PITTSBURGH WD 12 DIST 15*,5619,562,1
42003,Allegheny PA,8730,PITTSBURGH WD 12 DIST 16,5619,328,0.558
,,,,9818,260,0.442
42003,Allegheny PA,8750,PITTSBURGH WD 13 DIST 01*,1303,333,1
42003,Allegheny PA,8770,PITTSBURGH WD 13 DIST 02*,1301,183,0.375
,,,,1302,132,0.27
,,,,1303,173,0.355
42003,Allegheny PA,8790,PITTSBURGH WD 13 DIST 03*,1301,129,0.338
,,,,1302,253,0.662
42003,Allegheny PA,8810,PITTSBURGH WD 13 DIST 04*,1301,401,1
42003,Allegheny PA,8830,PITTSBURGH WD 13 DIST 05*,1301,288,0.577
,,,,1302,211,0.423
42003,Allegheny PA,8850,PITTSBURGH WD 13 DIST 06*,1301,77,0.159
,,,,1302,407,0.841
42003,Allegheny PA,8870,PITTSBURGH WD 13 DIST 07*,1302,261,0.552
,,,,1303,212,0.448
42003,Allegheny PA,8890,PITTSBURGH WD 13 DIST 08,1303,300,1
42003,Allegheny PA,8910,PITTSBURGH WD 13 DIST 09*,1302,106,0.281
,,,,1303,41,0.109
,,,,1304,230,0.61
42003,Allegheny PA,8930,PITTSBURGH WD 13 DIST 10,1303,94,0.416
,,,,1304,132,0.584
42003,Allegheny PA,8950,PITTSBURGH WD 13 DIST 11*,1301,505,0.907
,,,,1304,39,0.07
,,,,1306,13,0.023
42003,Allegheny PA,8970,PITTSBURGH WD 13 DIST 12*,1304,21,0.044
,,,,1306,460,0.956
42003,Allegheny PA,8990,PITTSBURGH WD 13 DIST 13*,1304,388,1
42003,Allegheny PA,9010,PITTSBURGH WD 13 DIST 14*,1304,381,1
42003,Allegheny PA,9030,PITTSBURGH WD 13 DIST 15*,1301,316,0.827
,,,,1306,66,0.173
42003,Allegheny PA,9050,PITTSBURGH WD 13 DIST 16*,1306,394,1
42003,Allegheny PA,9070,PITTSBURGH WD 13 DIST 17*,1306,911,1
42003,Allegheny PA,9080,PITTSBURGH WD 13 DIST 18,1306,650,1
42003,Allegheny PA,9090,PITTSBURGH WD 13 DIST 19,1306,675,1
42003,Allegheny PA,9110,PITTSBURGH WD 14 DIST 01*,1401,275,0.263
,,,,1402,770,0.737
42003,Allegheny PA,9130,PITTSBURGH WD 14 DIST 02*,1401,1937,1
42003,Allegheny PA,9150,PITTSBURGH WD 14 DIST 03,1402,928,0.868
,,,,1403,141,0.132
42003,Allegheny PA,9170,PITTSBURGH WD 14 DIST 04*,1403,867,1
42003,Allegheny PA,9190,PITTSBURGH WD 14 DIST 05*,1401,881,1
42003,Allegheny PA,9210,PITTSBURGH WD 14 DIST 06,1402,749,1
42003,Allegheny PA,9230,PITTSBURGH WD 14 DIST 07,1401,1436,1
42003,Allegheny PA,9250,PITTSBURGH WD 14 DIST 08*,1401,854,1
42003,Allegheny PA,9270,PITTSBURGH WD 14 DIST 09*,1404,862,1
42003,Allegheny PA,9290,PITTSBURGH WD 14 DIST 10*,1404,794,1
42003,Allegheny PA,9310,PITTSBURGH WD 14 DIST 11,1403,278,0.31
,,,,1404,618,0.69
42003,Allegheny PA,9330,PITTSBURGH WD 14 DIST 12*,1405,839,1
42003,Allegheny PA,9350,PITTSBURGH WD 14 DIST 13*,1405,788,1
42003,Allegheny PA,9370,PITTSBURGH WD 14 DIST 14*,1405,427,0.435
,,,,1406,554,0.565
42003,Allegheny PA,9390,PITTSBURGH WD 14 DIST 15*,1406,846,1
42003,Allegheny PA,9410,PITTSBURGH WD 14 DIST 16*,1406,508,1
42003,Allegheny PA,9430,PITTSBURGH WD 14 DIST 17*,1406,520,0.987
,,,,9811,7,0.013
42003,Allegheny PA,9450,PITTSBURGH WD 14 DIST 18*,1406,574,0.68
,,,,1410,270,0.32
42003,Allegheny PA,9470,PITTSBURGH WD 14 DIST 19,1410,658,1
42003,Allegheny PA,9490,PITTSBURGH WD 14 DIST 20*,1403,631,1
42003,Allegheny PA,9510,PITTSBURGH WD 14 DIST 21*,1403,663,1
42003,Allegheny PA,9530,PITTSBURGH WD 14 DIST 22,1403,860,0.964
,,,,1404,32,0.036
42003,Allegheny PA,9550,PITTSBURGH WD 14 DIST 23*,1408,783,1
42003,Allegheny PA,9570,PITTSBURGH WD 14 DIST 24*,1408,426,0.741
,,,,1414,149,0.259
42003,Allegheny PA,9590,PITTSBURGH WD 14 DIST 25,1408,215,0.208
,,,,1414,820,0.792
42003,Allegheny PA,9610,PITTSBURGH WD 14 DIST 26*,1408,892,0.999
,,,,9803,1,0.001
42003,Allegheny PA,9630,PITTSBURGH WD 14 DIST 27,1411,673,1
42003,Allegheny PA,9650,PITTSBURGH WD 14 DIST 28*,1411,657,1
42003,Allegheny PA,9670,PITTSBURGH WD 14 DIST 29,1414,970,1
42003,Allegheny PA,9690,PITTSBURGH WD 14 DIST 30*,1414,761,1
42003,Allegheny PA,9710,PITTSBURGH WD 14 DIST 31,1411,31,0.027
,,,,1414,1116,0.973
42003,Allegheny PA,9730,PITTSBURGH WD 14 DIST 32*,1414,966,1
42003,Allegheny PA,9740,PITTSBURGH WD 14 DIST 33*,1408,1171,1
42003,Allegheny PA,9750,PITTSBURGH WD 14 DIST 34*,1408,1067,1
42003,Allegheny PA,9760,PITTSBURGH WD 14 DIST 35*,1413,624,1
42003,Allegheny PA,9770,PITTSBURGH WD 14 DIST 36*,1413,1579,1
42003,Allegheny PA,9780,PITTSBURGH WD 14 DIST 37*,1413,710,1
42003,Allegheny PA,9790,PITTSBURGH WD 14 DIST 38,1401,93,0.148
,,,,1413,537,0.852
42003,Allegheny PA,9800,PITTSBURGH WD 14 DIST 39,1413,987,0.998
,,,,9805,2,0.002
42003,Allegheny PA,9810,PITTSBURGH WD 14 DIST 40,1413,732,1
42003,Allegheny PA,9820,PITTSBURGH WD 14 DIST 41,1413,8,0.058
,,,,1516,105,0.761
,,,,9805,25,0.181
42003,Allegheny PA,9840,PITTSBURGH WD 15 DIST 01,1414,569,0.541
,,,,1517,477,0.453
,,,,5623,6,0.006
42003,Allegheny PA,9860,PITTSBURGH WD 15 DIST 02*,1517,907,1
42003,Allegheny PA,9880,PITTSBURGH WD 15 DIST 03,1517,688,0.745
,,,,5623,235,0.255
42003,Allegheny PA,9900,PITTSBURGH WD 15 DIST 04*,1517,749,1
42003,Allegheny PA,9920,PITTSBURGH WD 15 DIST 05*,1517,635,1
42003,Allegheny PA,9940,PITTSBURGH WD 15 DIST 06*,1517,655,1
42003,Allegheny PA,9960,PITTSBURGH WD 15 DIST 07*,1516,135,0.154
,,,,1517,743,0.846
42003,Allegheny PA,9980,PITTSBURGH WD 15 DIST 08,1516,750,1
42003,Allegheny PA,A000,PITTSBURGH WD 15 DIST 09,1516,228,0.991
,,,,5629,2,0.009
42003,Allegheny PA,A020,PITTSBURGH WD 15 DIST 10*,1516,747,1
42003,Allegheny PA,A040,PITTSBURGH WD 15 DIST 11*,1516,394,0.543
,,,,5629,332,0.457
42003,Allegheny PA,A060,PITTSBURGH WD 15 DIST 12,1517,77,0.122
,,,,5623,169,0.269
,,,,5629,383,0.609
42003,Allegheny PA,A080,PITTSBURGH WD 15 DIST 13,5623,431,0.712
,,,,5629,174,0.288
42003,Allegheny PA,A100,PITTSBURGH WD 15 DIST 14,5623,461,1
42003,Allegheny PA,A120,PITTSBURGH WD 15 DIST 15,5629,635,1
42003,Allegheny PA,A130,PITTSBURGH WD 15 DIST 16,5623,701,1
42003,Allegheny PA,A150,PITTSBURGH WD 15 DIST 17,5629,38,1
42003,Allegheny PA,A170,PITTSBURGH WD 15 DIST 18*,5623,786,1
42003,Allegheny PA,A190,PITTSBURGH WD 15 DIST 19,5623,680,1
42003,Allegheny PA,A210,PITTSBURGH WD 16 DIST 01*,1609,1269,1
42003,Allegheny PA,A230,PITTSBURGH WD 16 DIST 02*,1609,991,1
42003,Allegheny PA,A250,PITTSBURGH WD 16 DIST 03,1608,485,0.442
,,,,1609,611,0.556
,,,,5616,2,0.002
42003,Allegheny PA,A270,PITTSBURGH WD 16 DIST 04*,1608,614,1
42003,Allegheny PA,A290,PITTSBURGH WD 16 DIST 05*,1608,719,1
42003,Allegheny PA,A310,PITTSBURGH WD 16 DIST 06*,1608,739,1
42003,Allegheny PA,A330,PITTSBURGH WD 16 DIST 07*,1706,2,0.003
,,,,5616,615,0.997
42003,Allegheny PA,A350,PITTSBURGH WD 16 DIST 08,1609,1,0.004
,,,,5616,266,0.996
42003,Allegheny PA,A370,PITTSBURGH WD 16 DIST 09,5616,12,0.017
,,,,5617,684,0.983
42003,Allegheny PA,A390,PITTSBURGH WD 16 DIST 10,5616,972,1
42003,Allegheny PA,A410,PITTSBURGH WD 16 DIST 11,5617,13,1
42003,Allegheny PA,A430,PITTSBURGH WD 16 DIST 12,5617,21,1
42003,Allegheny PA,A440,PITTSBURGH WD 16 DIST 13*,5616,246,1
42003,Allegheny PA,A480,PITTSBURGH WD 17 DIST 01*,1702,155,0.987
,,,,1706,2,0.013
42003,Allegheny PA,A500,PITTSBURGH WD 17 DIST 02*,1702,937,0.899
,,,,1706,105,0.101
42003,Allegheny PA,A520,PITTSBURGH WD 17 DIST 03*,1702,896,1
42003,Allegheny PA,A540,PITTSBURGH WD 17 DIST 04*,1702,959,1
42003,Allegheny PA,A560,PITTSBURGH WD 17 DIST 05*,1702,778,1
42003,Allegheny PA,A580,PITTSBURGH WD 17 DIST 06*,1608,2,0.003
,,,,1706,604,0.982
,,,,1803,9,0.015
42003,Allegheny PA,A600,PITTSBURGH WD 17 DIST 07*,1706,621,0.997
,,,,1803,2,0.003
42003,Allegheny PA,A620,PITTSBURGH WD 17 DIST 08*,1706,529,1
42003,Allegheny PA,A660,PITTSBURGH WD 18 DIST 01*,5624,810,1
42003,Allegheny PA,A680,PITTSBURGH WD 18 DIST 02*,1915,2,0.003
,,,,5624,574,0.997
42003,Allegheny PA,A700,PITTSBURGH WD 18 DIST 03*,5624,431,1
42003,Allegheny PA,A720,PITTSBURGH WD 18 DIST 04*,5624,675,1
42003,Allegheny PA,A740,PITTSBURGH WD 18 DIST 05*,1803,33,0.029
,,,,1807,1087,0.95
,,,,1915,24,0.021
42003,Allegheny PA,A760,PITTSBURGH WD 18 DIST 06*,1807,350,0.595
,,,,5624,238,0.405
42003,Allegheny PA,A780,PITTSBURGH WD 18 DIST 07*,1807,574,1
42003,Allegheny PA,A800,PITTSBURGH WD 18 DIST 08*,1803,427,1
42003,Allegheny PA,A820,PITTSBURGH WD 18 DIST 09*,1803,987,1
42003,Allegheny PA,A840,PITTSBURGH WD 18 DIST 10*,1706,1,0.012
,,,,1803,42,0.5
,,,,1914,22,0.262
,,,,9807,19,0.226
42003,Allegheny PA,A860,PITTSBURGH WD 18 DIST 11*,1803,1000,1
42003,Allegheny PA,A870,PITTSBURGH WD 19 DIST 01,1911,689,1
42003,Allegheny PA,A890,PITTSBURGH WD 19 DIST 02,1911,846,1
42003,Allegheny PA,A910,PITTSBURGH WD 19 DIST 03,1903,46,0.068
,,,,1911,627,0.932
42003,Allegheny PA,A930,PITTSBURGH WD 19 DIST 04*,1903,481,1
42003,Allegheny PA,A950,PITTSBURGH WD 19 DIST 05,1903,602,1
42003,Allegheny PA,A970,PITTSBURGH WD 19 DIST 06,1903,265,0.393
,,,,1914,409,0.607
42003,Allegheny PA,A990,PITTSBURGH WD 19 DIST 07*,1903,1,0.004
,,,,1914,266,0.996
42003,Allegheny PA,B010,PITTSBURGH WD 19 DIST 08,1903,51,0.064
,,,,1914,749,0.936
42003,Allegheny PA,B030,PITTSBURGH WD 19 DIST 09*,1914,585,1
42003,Allegheny PA,B050,PITTSBURGH WD 19 DIST 10*,1914,381,0.427
,,,,1915,511,0.573
42003,Allegheny PA,B070,PITTSBURGH WD 19 DIST 11*,1915,612,1
42003,Allegheny PA,B090,PITTSBURGH WD 19 DIST 12,1916,550,1
42003,Allegheny PA,B110,PITTSBURGH WD 19 DIST 13*,1914,384,0.566
,,,,1915,295,0.434
42003,Allegheny PA,B130,PITTSBURGH WD 19 DIST 14,1915,603,0.807
,,,,1916,139,0.186
,,,,5624,5,0.007
42003,Allegheny PA,B150,PITTSBURGH WD 19 DIST 15,1916,945,1
42003,Allegheny PA,B170,PITTSBURGH WD 19 DIST 16*,1916,917,1
42003,Allegheny PA,B190,PITTSBURGH WD 19 DIST 17*,1916,875,1
42003,Allegheny PA,B210,PITTSBURGH WD 19 DIST 18*,1916,485,0.66
,,,,1920,250,0.34
42003,Allegheny PA,B230,PITTSBURGH WD 19 DIST 19,1916,61,0.079
,,,,1920,707,0.921
42003,Allegheny PA,B250,PITTSBURGH WD 19 DIST 20*,1920,857,1
42003,Allegheny PA,B270,PITTSBURGH WD 19 DIST 21*,1920,935,1
42003,Allegheny PA,B290,PITTSBURGH WD 19 DIST 22*,1920,634,1
42003,Allegheny PA,B310,PITTSBURGH WD 19 DIST 23*,1917,436,0.508
,,,,1919,423,0.492
42003,Allegheny PA,B330,PITTSBURGH WD 19 DIST 24*,1918,414,0.549
,,,,1919,340,0.451
42003,Allegheny PA,B350,PITTSBURGH WD 19 DIST 25*,1918,704,1
42003,Allegheny PA,B370,PITTSBURGH WD 19 DIST 26*,1918,631,1
42003,Allegheny PA,B390,PITTSBURGH WD 19 DIST 27*,1918,611,1
42003,Allegheny PA,B410,PITTSBURGH WD 19 DIST 28,1903,499,0.757
,,,,1911,160,0.243
42003,Allegheny PA,B430,PITTSBURGH WD 19 DIST 29*,1918,702,1
42003,Allegheny PA,B450,PITTSBURGH WD 19 DIST 30*,1918,755,1
42003,Allegheny PA,B470,PITTSBURGH WD 19 DIST 31,1919,248,0.411
,,,,3206,355,0.589
42003,Allegheny PA,B480,PITTSBURGH WD 19 DIST 32*,1919,744,1
42003,Allegheny PA,B490,PITTSBURGH WD 19 DIST 33,1917,681,0.876
,,,,1919,96,0.124
42003,Allegheny PA,B500,PITTSBURGH WD 19 DIST 34*,1917,599,1
42003,Allegheny PA,B510,PITTSBURGH WD 19 DIST 35*,1917,635,1
42003,Allegheny PA,B520,PITTSBURGH WD 19 DIST 36,1917,1097,1
42003,Allegheny PA,B530,PITTSBURGH WD 19 DIST 37,1918,622,1
42003,Allegheny PA,B540,PITTSBURGH WD 19 DIST 38*,1918,352,0.515
,,,,1919,332,0.485
42003,Allegheny PA,B560,PITTSBURGH WD 20 DIST 01*,1916,8,0.005
,,,,1920,172,0.113
,,,,2023,1348,0.882
42003,Allegheny PA,B580,PITTSBURGH WD 20 DIST 02,1916,269,1
42003,Allegheny PA,B600,PITTSBURGH WD 20 DIST 03,1911,103,0.101
,,,,5626,122,0.12
,,,,5631,795,0.779
42003,Allegheny PA,B620,PITTSBURGH WD 20 DIST 04,5626,85,1
42003,Allegheny PA,B640,PITTSBURGH WD 20 DIST 05,2814,80,0.089
,,,,2815,26,0.029
,,,,5626,795,0.882
42003,Allegheny PA,B660,PITTSBURGH WD 20 DIST 06,5626,827,1
42003,Allegheny PA,B680,PITTSBURGH WD 20 DIST 07,2022,132,0.143
,,,,2814,228,0.247
,,,,5625,563,0.61
42003,Allegheny PA,B700,PITTSBURGH WD 20 DIST 08*,2814,92,0.102
,,,,5626,806,0.898
42003,Allegheny PA,B720,PITTSBURGH WD 20 DIST 09,5625,323,1
42003,Allegheny PA,B740,PITTSBURGH WD 20 DIST 10*,5625,985,1
42003,Allegheny PA,B760,PITTSBURGH WD 20 DIST 11,5625,967,1
42003,Allegheny PA,B780,PITTSBURGH WD 20 DIST 12,2022,1141,0.855
,,,,5625,194,0.145
42003,Allegheny PA,B800,PITTSBURGH WD 20 DIST 13,2022,24,0.048
,,,,5630,477,0.952
42003,Allegheny PA,B820,PITTSBURGH WD 20 DIST 14,2022,1271,1
42003,Allegheny PA,B840,PITTSBURGH WD 20 DIST 15,1916,46,0.054
,,,,2023,792,0.934
,,,,5631,10,0.012
42003,Allegheny PA,B860,PITTSBURGH WD 20 DIST 16*,1920,124,0.131
,,,,2023,821,0.869
42003,Allegheny PA,B880,PITTSBURGH WD 20 DIST 17,2023,589,1
42003,Allegheny PA,B900,PITTSBURGH WD 20 DIST 18,2023,594,1
42003,Allegheny PA,B920,PITTSBURGH WD 21 DIST 01*,2107,336,0.462
,,,,2507,391,0.538
42003,Allegheny PA,B940,PITTSBURGH WD 21 DIST 02*,2107,458,1
42003,Allegheny PA,B960,PITTSBURGH WD 21 DIST 03*,2107,658,1
42003,Allegheny PA,B980,PITTSBURGH WD 21 DIST 04*,2107,678,0.984
,,,,9806,11,0.016
42003,Allegheny PA,C040,PITTSBURGH WD 22 DIST 01*,2206,244,0.346
,,,,5627,462,0.654
42003,Allegheny PA,C050,PITTSBURGH WD 22 DIST 02*,2206,760,1
42003,Allegheny PA,C070,PITTSBURGH WD 22 DIST 03*,2206,645,0.767
,,,,5627,196,0.233
42003,Allegheny PA,C080,PITTSBURGH WD 22 DIST 04*,5627,737,1
42003,Allegheny PA,C120,PITTSBURGH WD 23 DIST 01,2406,374,0.277
,,,,5632,975,0.723
42003,Allegheny PA,C140,PITTSBURGH WD 23 DIST 02,5632,890,1
42003,Allegheny PA,C160,PITTSBURGH WD 23 DIST 03,2412,62,0.107
,,,,5632,518,0.893
42003,Allegheny PA,C220,PITTSBURGH WD 24 DIST 01,2509,13,0.023
,,,,2620,538,0.947
,,,,5632,17,0.03
42003,Allegheny PA,C240,PITTSBURGH WD 24 DIST 02,2620,672,1
42003,Allegheny PA,C260,PITTSBURGH WD 24 DIST 03,2412,396,0.915
,,,,2620,37,0.085
42003,Allegheny PA,C280,PITTSBURGH WD 24 DIST 04,2406,792,1
42003,Allegheny PA,C300,PITTSBURGH WD 24 DIST 05*,2406,726,0.875
,,,,2412,104,0.125
42003,Allegheny PA,C320,PITTSBURGH WD 24 DIST 06*,2406,822,1
42003,Allegheny PA,C360,PITTSBURGH WD 25 DIST 01,2206,184,0.39
,,,,2503,134,0.284
,,,,2509,154,0.326
42003,Allegheny PA,C380,PITTSBURGH WD 25 DIST 02,2503,379,0.863
,,,,2509,45,0.103
,,,,2614,15,0.034
42003,Allegheny PA,C400,PITTSBURGH WD 25 DIST 03,2503,472,0.739
,,,,2507,167,0.261
42003,Allegheny PA,C420,PITTSBURGH WD 25 DIST 04,2503,105,0.218
,,,,2507,187,0.388
,,,,2614,179,0.371
,,,,2615,11,0.023
42003,Allegheny PA,C440,PITTSBURGH WD 25 DIST 05,2614,478,1
42003,Allegheny PA,C460,PITTSBURGH WD 25 DIST 06,2509,437,0.737
,,,,2614,156,0.263
42003,Allegheny PA,C480,PITTSBURGH WD 25 DIST 07,2509,584,0.937
,,,,5632,39,0.063
42003,Allegheny PA,C540,PITTSBURGH WD 26 DIST 01*,2615,672,1
42003,Allegheny PA,C560,PITTSBURGH WD 26 DIST 02*,2614,564,0.979
,,,,2615,12,0.021
42003,Allegheny PA,C580,PITTSBURGH WD 26 DIST 03*,2509,32,0.06
,,,,2614,503,0.94
42003,Allegheny PA,C600,PITTSBURGH WD 26 DIST 04,2509,20,0.036
,,,,2609,6,0.011
,,,,2614,396,0.706
,,,,2615,139,0.248
42003,Allegheny PA,C620,PITTSBURGH WD 26 DIST 05,2609,556,1
42003,Allegheny PA,C640,PITTSBURGH WD 26 DIST 06,2609,611,0.965
,,,,2620,22,0.035
42003,Allegheny PA,C660,PITTSBURGH WD 26 DIST 07*,2614,182,0.461
,,,,2615,213,0.539
42003,Allegheny PA,C680,PITTSBURGH WD 26 DIST 08,2609,35,0.037
,,,,2620,907,0.963
42003,Allegheny PA,C700,PITTSBURGH WD 26 DIST 09,2620,441,1
42003,Allegheny PA,C720,PITTSBURGH WD 26 DIST 10*,2607,243,0.337
,,,,2615,479,0.663
42003,Allegheny PA,C740,PITTSBURGH WD 26 DIST 11,2607,976,1
42003,Allegheny PA,C750,PITTSBURGH WD 26 DIST 12,2602,649,0.692
,,,,2607,21,0.022
,,,,2615,146,0.156
,,,,2708,101,0.108
,,,,9804,21,0.022
42003,Allegheny PA,C770,PITTSBURGH WD 26 DIST 13,2602,774,1
42003,Allegheny PA,C790,PITTSBURGH WD 26 DIST 14*,2609,6,0.008
,,,,2612,739,0.992
42003,Allegheny PA,C810,PITTSBURGH WD 26 DIST 15*,2602,385,0.552
,,,,2612,312,0.448
42003,Allegheny PA,C830,PITTSBURGH WD 26 DIST 16*,2602,477,0.486
,,,,2607,504,0.514
42003,Allegheny PA,C840,PITTSBURGH WD 26 DIST 17*,2412,322,0.912
,,,,2620,31,0.088
42003,Allegheny PA,C860,PITTSBURGH WD 27 DIST 01*,2708,914,0.998
,,,,2715,2,0.002
42003,Allegheny PA,C880,PITTSBURGH WD 27 DIST 02*,2701,142,0.162
,,,,2708,736,0.838
42003,Allegheny PA,C900,PITTSBURGH WD 27 DIST 03*,2701,775,1
42003,Allegheny PA,C920,PITTSBURGH WD 27 DIST 04*,2701,1024,1
42003,Allegheny PA,C940,PITTSBURGH WD 27 DIST 05*,2701,661,0.711
,,,,2708,269,0.289
42003,Allegheny PA,C960,PITTSBURGH WD 27 DIST 06*,2703,1058,1
42003,Allegheny PA,C980,PITTSBURGH WD 27 DIST 07*,2701,47,0.055
,,,,2703,642,0.754
,,,,2708,163,0.191
42003,Allegheny PA,C990,PITTSBURGH WD 27 DIST 08*,2708,468,0.596
,,,,2715,317,0.404
42003,Allegheny PA,D010,PITTSBURGH WD 27 DIST 09*,2715,931,1
42003,Allegheny PA,D030,PITTSBURGH WD 27 DIST 10*,2704,362,0.423
,,,,2715,493,0.577
42003,Allegheny PA,D050,PITTSBURGH WD 27 DIST 11*,2715,911,1
42003,Allegheny PA,D070,PITTSBURGH WD 27 DIST 12*,2703,247,0.097
,,,,2715,513,0.201
,,,,9809,1797,0.703
42003,Allegheny PA,D090,PITTSBURGH WD 27 DIST 13*,2507,16,0.022
,,,,2704,717,0.978
42003,Allegheny PA,D140,PITTSBURGH WD 28 DIST 01*,5628,981,1
42003,Allegheny PA,D160,PITTSBURGH WD 28 DIST 02*,5628,616,0.533
,,,,5631,539,0.467
42003,Allegheny PA,D180,PITTSBURGH WD 28 DIST 03,5631,1194,1
42003,Allegheny PA,D200,PITTSBURGH WD 28 DIST 04*,5631,853,1
42003,Allegheny PA,D220,PITTSBURGH WD 28 DIST 05*,2815,814,0.837
,,,,5631,158,0.163
42003,Allegheny PA,D240,PITTSBURGH WD 28 DIST 06,2814,128,0.171
,,,,2815,622,0.829
42003,Allegheny PA,D260,PITTSBURGH WD 28 DIST 07,2814,1196,1
42003,Allegheny PA,D280,PITTSBURGH WD 28 DIST 08*,2814,628,0.542
,,,,5630,531,0.458
42003,Allegheny PA,D300,PITTSBURGH WD 28 DIST 09*,5630,838,1
42003,Allegheny PA,D310,PITTSBURGH WD 28 DIST 10*,5630,771,1
42003,Allegheny PA,D320,PITTSBURGH WD 28 DIST 11*,5630,231,1
42003,Allegheny PA,D340,PITTSBURGH WD 29 DIST 01*,2901,986,1
42003,Allegheny PA,D360,PITTSBURGH WD 29 DIST 02*,2902,811,1
42003,Allegheny PA,D380,PITTSBURGH WD 29 DIST 03*,2902,454,0.66
,,,,2904,234,0.34
42003,Allegheny PA,D400,PITTSBURGH WD 29 DIST 04*,2904,858,1
42003,Allegheny PA,D420,PITTSBURGH WD 29 DIST 05,2902,357,0.459
,,,,2904,420,0.541
42003,Allegheny PA,D440,PITTSBURGH WD 29 DIST 06,2904,871,0.979
,,,,3204,19,0.021
42003,Allegheny PA,D460,PITTSBURGH WD 29 DIST 07,2904,876,0.946
,,,,3204,50,0.054
42003,Allegheny PA,D480,PITTSBURGH WD 29 DIST 08,2901,388,0.431
,,,,2902,512,0.569
42003,Allegheny PA,D500,PITTSBURGH WD 29 DIST 09*,2901,518,0.799
,,,,2904,130,0.201
42003,Allegheny PA,D520,PITTSBURGH WD 29 DIST 10*,2901,228,0.283
,,,,2904,467,0.579
,,,,3204,112,0.139
42003,Allegheny PA,D540,PITTSBURGH WD 29 DIST 11,2902,864,1
42003,Allegheny PA,D560,PITTSBURGH WD 29 DIST 12*,2902,946,1
42003,Allegheny PA,D580,PITTSBURGH WD 30 DIST 01*,3001,581,1
42003,Allegheny PA,D600,PITTSBURGH WD 30 DIST 02*,3001,585,1
42003,Allegheny PA,D620,PITTSBURGH WD 30 DIST 03*,3001,571,1
42003,Allegheny PA,D640,PITTSBURGH WD 30 DIST 04*,3001,960,1
42003,Allegheny PA,D660,PITTSBURGH WD 30 DIST 05*,3001,1050,1
42003,Allegheny PA,D690,PITTSBURGH WD 31 DIST 01,3102,25,0.05
,,,,3103,114,0.228
,,,,5629,362,0.723
42003,Allegheny PA,D710,PITTSBURGH WD 31 DIST 02,3103,533,1
42003,Allegheny PA,D730,PITTSBURGH WD 31 DIST 03,3102,776,1
42003,Allegheny PA,D750,PITTSBURGH WD 31 DIST 04*,3102,876,1
