county,cntyname,vtd,Voting District Name,2010 Tract,2010 census pop,alloc factor
42101,Philadelphia PA,3803,PHILADELPHIA WD 38 PCT 03*,171,1016,1
42101,Philadelphia PA,3804,PHILADELPHIA WD 38 PCT 04*,171,61,0.071
,,,,172.02,802,0.929
42101,Philadelphia PA,3805,PHILADELPHIA WD 38 PCT 05*,172.02,842,1
42101,Philadelphia PA,3806,PHILADELPHIA WD 38 PCT 06*,171,138,0.146
,,,,172.02,807,0.854
42101,Philadelphia PA,3807,PHILADELPHIA WD 38 PCT 07*,171,827,1
42101,Philadelphia PA,3808,PHILADELPHIA WD 38 PCT 08*,171,718,1
42101,Philadelphia PA,3809,PHILADELPHIA WD 38 PCT 09*,170,1353,1
42101,Philadelphia PA,3810,PHILADELPHIA WD 38 PCT 10*,170,837,1
42101,Philadelphia PA,3811,PHILADELPHIA WD 38 PCT 11,206,611,0.934
,,,,207,43,0.066
42101,Philadelphia PA,3812,PHILADELPHIA WD 38 PCT 12*,170,261,0.286
,,,,207,653,0.714
42101,Philadelphia PA,3813,PHILADELPHIA WD 38 PCT 13,207,1253,1
42101,Philadelphia PA,3814,PHILADELPHIA WD 38 PCT 14,207,665,1
42101,Philadelphia PA,3815,PHILADELPHIA WD 38 PCT 15,207,912,1
42101,Philadelphia PA,3816,PHILADELPHIA WD 38 PCT 16*,207,746,1
42101,Philadelphia PA,3817,PHILADELPHIA WD 38 PCT 17,170,1,0.001
,,,,205,158,0.128
,,,,206,1075,0.871
42101,Philadelphia PA,3818,PHILADELPHIA WD 38 PCT 18*,206,133,0.204
,,,,207,520,0.796
42101,Philadelphia PA,3819,PHILADELPHIA WD 38 PCT 19,207,418,1
42101,Philadelphia PA,3820,PHILADELPHIA WD 38 PCT 20,207,631,1
42101,Philadelphia PA,3821,PHILADELPHIA WD 38 PCT 21*,171,497,0.624
,,,,172.02,300,0.376
42101,Philadelphia PA,3901,PHILADELPHIA WD 39 PCT 01*,40.02,256,0.3
,,,,41.02,598,0.7
42101,Philadelphia PA,3902,PHILADELPHIA WD 39 PCT 02*,41.02,886,1
42101,Philadelphia PA,3903,PHILADELPHIA WD 39 PCT 03*,42.02,1010,1
42101,Philadelphia PA,3904,PHILADELPHIA WD 39 PCT 04*,41.02,804,1
42101,Philadelphia PA,3905,PHILADELPHIA WD 39 PCT 05*,41.01,259,0.351
,,,,42.01,479,0.649
42101,Philadelphia PA,3906,PHILADELPHIA WD 39 PCT 06*,42.01,668,1
42101,Philadelphia PA,3907,PHILADELPHIA WD 39 PCT 07*,42.01,988,1
42101,Philadelphia PA,3908,PHILADELPHIA WD 39 PCT 08*,42.01,743,1
42101,Philadelphia PA,3909,PHILADELPHIA WD 39 PCT 09*,41.01,250,0.401
,,,,42.01,374,0.599
42101,Philadelphia PA,3910,PHILADELPHIA WD 39 PCT 10*,41.01,850,0.758
,,,,42.01,271,0.242
42101,Philadelphia PA,3911,PHILADELPHIA WD 39 PCT 11*,41.02,998,1
42101,Philadelphia PA,3912,PHILADELPHIA WD 39 PCT 12*,41.02,756,1
42101,Philadelphia PA,3913,PHILADELPHIA WD 39 PCT 13,42.02,279,0.233
,,,,372,918,0.767
42101,Philadelphia PA,3914,PHILADELPHIA WD 39 PCT 14*,50,4,0.008
,,,,373,469,0.983
,,,,9807,4,0.008
42101,Philadelphia PA,3915,PHILADELPHIA WD 39 PCT 15*,42.01,704,0.769
,,,,42.02,211,0.231
42101,Philadelphia PA,3916,PHILADELPHIA WD 39 PCT 16*,41.02,831,1
42101,Philadelphia PA,3917,PHILADELPHIA WD 39 PCT 17*,41.02,808,0.864
,,,,42.02,127,0.136
42101,Philadelphia PA,3918,PHILADELPHIA WD 39 PCT 18*,41.02,697,1
42101,Philadelphia PA,3919,PHILADELPHIA WD 39 PCT 19*,41.01,390,0.522
,,,,42.01,357,0.478
42101,Philadelphia PA,3920,PHILADELPHIA WD 39 PCT 20*,42.01,454,0.518
,,,,42.02,423,0.482
42101,Philadelphia PA,3921,PHILADELPHIA WD 39 PCT 21*,42.01,67,0.073
,,,,42.02,855,0.927
42101,Philadelphia PA,3922,PHILADELPHIA WD 39 PCT 22*,41.02,153,0.163
,,,,42.02,784,0.837
42101,Philadelphia PA,3923,PHILADELPHIA WD 39 PCT 23*,41.02,1032,1
42101,Philadelphia PA,3924,PHILADELPHIA WD 39 PCT 24,42.02,1236,1
42101,Philadelphia PA,3925,PHILADELPHIA WD 39 PCT 25*,40.02,926,1
42101,Philadelphia PA,3926,PHILADELPHIA WD 39 PCT 26*,28.02,200,0.227
,,,,40.01,682,0.773
42101,Philadelphia PA,3927,PHILADELPHIA WD 39 PCT 27*,40.01,484,0.48
,,,,41.01,525,0.52
42101,Philadelphia PA,3928,PHILADELPHIA WD 39 PCT 28*,41.01,1030,1
42101,Philadelphia PA,3929,PHILADELPHIA WD 39 PCT 29*,372,663,1
42101,Philadelphia PA,3930,PHILADELPHIA WD 39 PCT 30*,29,576,0.705
,,,,40.01,241,0.295
42101,Philadelphia PA,3931,PHILADELPHIA WD 39 PCT 31*,40.02,864,1
42101,Philadelphia PA,3932,PHILADELPHIA WD 39 PCT 32*,40.01,304,0.33
,,,,41.01,618,0.67
42101,Philadelphia PA,3933,PHILADELPHIA WD 39 PCT 33*,40.02,795,1
42101,Philadelphia PA,3934,PHILADELPHIA WD 39 PCT 34*,40.01,351,0.384
,,,,41.01,563,0.616
42101,Philadelphia PA,3935,PHILADELPHIA WD 39 PCT 35*,40.01,934,1
42101,Philadelphia PA,3936,PHILADELPHIA WD 39 PCT 36*,372,789,1
42101,Philadelphia PA,3937,PHILADELPHIA WD 39 PCT 37*,40.01,919,1
42101,Philadelphia PA,3938,PHILADELPHIA WD 39 PCT 38*,40.01,344,0.326
,,,,41.01,427,0.404
,,,,41.02,285,0.27
42101,Philadelphia PA,3939,PHILADELPHIA WD 39 PCT 39*,40.02,783,1
42101,Philadelphia PA,3940,PHILADELPHIA WD 39 PCT 40*,41.01,1331,1
42101,Philadelphia PA,3941,PHILADELPHIA WD 39 PCT 41*,372,855,1
42101,Philadelphia PA,3942,PHILADELPHIA WD 39 PCT 42*,40.02,730,1
42101,Philadelphia PA,3943,PHILADELPHIA WD 39 PCT 43*,40.02,644,1
42101,Philadelphia PA,3944,PHILADELPHIA WD 39 PCT 44,372,1019,1
42101,Philadelphia PA,3945,PHILADELPHIA WD 39 PCT 45*,28.02,578,0.529
,,,,29,515,0.471
42101,Philadelphia PA,3946,PHILADELPHIA WD 39 PCT 46*,28.02,240,0.247
,,,,29,733,0.753
42101,Philadelphia PA,4001,PHILADELPHIA WD 40 PCT 01,61,682,0.954
,,,,67,33,0.046
42101,Philadelphia PA,4002,PHILADELPHIA WD 40 PCT 02*,70,736,1
42101,Philadelphia PA,4003,PHILADELPHIA WD 40 PCT 03*,69,1039,1
42101,Philadelphia PA,4004,PHILADELPHIA WD 40 PCT 04*,69,1212,1
42101,Philadelphia PA,4005,PHILADELPHIA WD 40 PCT 05,65,260,0.25
,,,,66,529,0.508
,,,,71.01,252,0.242
42101,Philadelphia PA,4006,PHILADELPHIA WD 40 PCT 06*,67,996,1
42101,Philadelphia PA,4007,PHILADELPHIA WD 40 PCT 07*,65,536,0.637
,,,,71.01,306,0.363
42101,Philadelphia PA,4008,PHILADELPHIA WD 40 PCT 08*,64,8,0.011
,,,,65,701,0.989
42101,Philadelphia PA,4009,PHILADELPHIA WD 40 PCT 09,66,945,1
42101,Philadelphia PA,4010,PHILADELPHIA WD 40 PCT 10,66,886,1
42101,Philadelphia PA,4011,PHILADELPHIA WD 40 PCT 11*,63,404,0.39
,,,,64,631,0.61
42101,Philadelphia PA,4012,PHILADELPHIA WD 40 PCT 12,66,159,0.186
,,,,67,698,0.814
42101,Philadelphia PA,4013,PHILADELPHIA WD 40 PCT 13*,67,1040,1
42101,Philadelphia PA,4014,PHILADELPHIA WD 40 PCT 14*,67,1222,1
42101,Philadelphia PA,4015,PHILADELPHIA WD 40 PCT 15*,67,766,1
42101,Philadelphia PA,4016,PHILADELPHIA WD 40 PCT 16*,62,389,0.393
,,,,67,601,0.607
42101,Philadelphia PA,4017,PHILADELPHIA WD 40 PCT 17*,62,828,1
42101,Philadelphia PA,4018,PHILADELPHIA WD 40 PCT 18*,67,828,1
42101,Philadelphia PA,4019,PHILADELPHIA WD 40 PCT 19*,63,927,0.764
,,,,66,287,0.236
42101,Philadelphia PA,4020,PHILADELPHIA WD 40 PCT 20*,63,139,0.145
,,,,66,820,0.855
42101,Philadelphia PA,4021,PHILADELPHIA WD 40 PCT 21*,63,597,0.584
,,,,64,425,0.416
42101,Philadelphia PA,4022,PHILADELPHIA WD 40 PCT 22*,60,140,0.179
,,,,62,644,0.821
42101,Philadelphia PA,4023,PHILADELPHIA WD 40 PCT 23*,64,903,0.879
,,,,66,124,0.121
42101,Philadelphia PA,4024,PHILADELPHIA WD 40 PCT 24*,64,1362,1
42101,Philadelphia PA,4025,PHILADELPHIA WD 40 PCT 25*,64,981,1
42101,Philadelphia PA,4026,PHILADELPHIA WD 40 PCT 26*,63,980,1
42101,Philadelphia PA,4027,PHILADELPHIA WD 40 PCT 27*,62,833,1
42101,Philadelphia PA,4028,PHILADELPHIA WD 40 PCT 28*,67,1288,1
42101,Philadelphia PA,4029,PHILADELPHIA WD 40 PCT 29*,62,976,1
42101,Philadelphia PA,4030,PHILADELPHIA WD 40 PCT 30*,55,111,0.091
,,,,56,1111,0.909
42101,Philadelphia PA,4031,PHILADELPHIA WD 40 PCT 31*,60,908,1
42101,Philadelphia PA,4032,PHILADELPHIA WD 40 PCT 32*,60,1117,1
42101,Philadelphia PA,4033,PHILADELPHIA WD 40 PCT 33*,63,837,1
42101,Philadelphia PA,4034,PHILADELPHIA WD 40 PCT 34*,63,183,0.53
,,,,64,162,0.47
42101,Philadelphia PA,4035,PHILADELPHIA WD 40 PCT 35*,55,871,1
42101,Philadelphia PA,4036,PHILADELPHIA WD 40 PCT 36*,60,960,1
42101,Philadelphia PA,4037,PHILADELPHIA WD 40 PCT 37*,55,1176,1
42101,Philadelphia PA,4038,PHILADELPHIA WD 40 PCT 38,54,2,0.002
,,,,55,955,0.998
42101,Philadelphia PA,4039,PHILADELPHIA WD 40 PCT 39*,62,854,1
42101,Philadelphia PA,4040,PHILADELPHIA WD 40 PCT 40,54,1312,0.984
,,,,9809,21,0.016
42101,Philadelphia PA,4041,PHILADELPHIA WD 40 PCT 41*,60,892,1
42101,Philadelphia PA,4042,PHILADELPHIA WD 40 PCT 42,55,735,1
42101,Philadelphia PA,4043,PHILADELPHIA WD 40 PCT 43*,61,722,1
42101,Philadelphia PA,4044,PHILADELPHIA WD 40 PCT 44*,55,815,1
42101,Philadelphia PA,4045,PHILADELPHIA WD 40 PCT 45,55,972,1
42101,Philadelphia PA,4046,PHILADELPHIA WD 40 PCT 46,61,791,1
42101,Philadelphia PA,4047,PHILADELPHIA WD 40 PCT 47*,63,169,1
42101,Philadelphia PA,4048,PHILADELPHIA WD 40 PCT 48*,60,1030,1
42101,Philadelphia PA,4049,PHILADELPHIA WD 40 PCT 49*,60,710,1
42101,Philadelphia PA,4050,PHILADELPHIA WD 40 PCT 50*,60,693,1
42101,Philadelphia PA,4051,PHILADELPHIA WD 40 PCT 51*,61,928,1
42101,Philadelphia PA,4101,PHILADELPHIA WD 41 PCT 01*,298,907,1
42101,Philadelphia PA,4102,PHILADELPHIA WD 41 PCT 02*,298,377,0.371
,,,,321,640,0.629
42101,Philadelphia PA,4103,PHILADELPHIA WD 41 PCT 03*,298,679,0.821
,,,,321,148,0.179
42101,Philadelphia PA,4104,PHILADELPHIA WD 41 PCT 04*,321,1043,1
42101,Philadelphia PA,4105,PHILADELPHIA WD 41 PCT 05*,321,651,1
42101,Philadelphia PA,4106,PHILADELPHIA WD 41 PCT 06,323,960,1
42101,Philadelphia PA,4107,PHILADELPHIA WD 41 PCT 07*,321,667,0.78
,,,,381,188,0.22
42101,Philadelphia PA,4108,PHILADELPHIA WD 41 PCT 08*,323,1103,1
42101,Philadelphia PA,4109,PHILADELPHIA WD 41 PCT 09*,323,884,1
42101,Philadelphia PA,4110,PHILADELPHIA WD 41 PCT 10*,321,754,0.884
,,,,323,99,0.116
42101,Philadelphia PA,4111,PHILADELPHIA WD 41 PCT 11*,323,177,0.203
,,,,325,697,0.797
42101,Philadelphia PA,4112,PHILADELPHIA WD 41 PCT 12*,325,854,1
42101,Philadelphia PA,4113,PHILADELPHIA WD 41 PCT 13,323,432,0.43
,,,,325,572,0.57
42101,Philadelphia PA,4114,PHILADELPHIA WD 41 PCT 14,325,879,1
42101,Philadelphia PA,4115,PHILADELPHIA WD 41 PCT 15*,325,549,0.598
,,,,326,369,0.402
42101,Philadelphia PA,4116,PHILADELPHIA WD 41 PCT 16*,330,692,1
42101,Philadelphia PA,4117,PHILADELPHIA WD 41 PCT 17,325,291,0.424
,,,,326,395,0.575
,,,,381,1,0.001
42101,Philadelphia PA,4118,PHILADELPHIA WD 41 PCT 18*,326,778,1
42101,Philadelphia PA,4119,PHILADELPHIA WD 41 PCT 19*,326,769,1
42101,Philadelphia PA,4120,PHILADELPHIA WD 41 PCT 20*,326,891,1
42101,Philadelphia PA,4121,PHILADELPHIA WD 41 PCT 21*,325,26,0.032
,,,,326,797,0.968
42101,Philadelphia PA,4122,PHILADELPHIA WD 41 PCT 22*,326,849,1
42101,Philadelphia PA,4123,PHILADELPHIA WD 41 PCT 23*,330,863,1
42101,Philadelphia PA,4124,PHILADELPHIA WD 41 PCT 24*,330,900,1
42101,Philadelphia PA,4125,PHILADELPHIA WD 41 PCT 25*,330,1046,1
42101,Philadelphia PA,4126,PHILADELPHIA WD 41 PCT 26*,330,813,1
42101,Philadelphia PA,4201,PHILADELPHIA WD 42 PCT 01*,289.01,663,0.398
,,,,289.02,1003,0.602
42101,Philadelphia PA,4202,PHILADELPHIA WD 42 PCT 02*,288,515,0.49
,,,,289.01,418,0.398
,,,,383,117,0.111
42101,Philadelphia PA,4203,PHILADELPHIA WD 42 PCT 03*,288,1141,1
42101,Philadelphia PA,4204,PHILADELPHIA WD 42 PCT 04*,287,1163,1
42101,Philadelphia PA,4205,PHILADELPHIA WD 42 PCT 05*,289.02,1553,1
42101,Philadelphia PA,4206,PHILADELPHIA WD 42 PCT 06*,288,483,0.385
,,,,289.01,770,0.615
42101,Philadelphia PA,4207,PHILADELPHIA WD 42 PCT 07*,287,757,0.627
,,,,288,450,0.373
42101,Philadelphia PA,4208,PHILADELPHIA WD 42 PCT 08*,288,460,0.32
,,,,289.02,976,0.68
42101,Philadelphia PA,4209,PHILADELPHIA WD 42 PCT 09*,287,230,0.197
,,,,288,936,0.803
42101,Philadelphia PA,4210,PHILADELPHIA WD 42 PCT 10*,289.02,1385,1
42101,Philadelphia PA,4211,PHILADELPHIA WD 42 PCT 11*,288,260,0.166
,,,,289.02,1306,0.834
42101,Philadelphia PA,4212,PHILADELPHIA WD 42 PCT 12*,286,804,0.713
,,,,290,323,0.287
42101,Philadelphia PA,4213,PHILADELPHIA WD 42 PCT 13*,286,1693,1
42101,Philadelphia PA,4214,PHILADELPHIA WD 42 PCT 14*,290,1494,1
42101,Philadelphia PA,4215,PHILADELPHIA WD 42 PCT 15*,290,1604,1
42101,Philadelphia PA,4216,PHILADELPHIA WD 42 PCT 16*,286,705,0.539
,,,,290,604,0.461
42101,Philadelphia PA,4217,PHILADELPHIA WD 42 PCT 17*,286,1130,1
42101,Philadelphia PA,4218,PHILADELPHIA WD 42 PCT 18*,290,1381,1
42101,Philadelphia PA,4219,PHILADELPHIA WD 42 PCT 19*,273,361,0.237
,,,,286,409,0.268
,,,,290,754,0.495
42101,Philadelphia PA,4220,PHILADELPHIA WD 42 PCT 20*,286,1431,1
42101,Philadelphia PA,4221,PHILADELPHIA WD 42 PCT 21*,286,952,1
42101,Philadelphia PA,4222,PHILADELPHIA WD 42 PCT 22*,289.01,1224,0.85
,,,,383,216,0.15
42101,Philadelphia PA,4223,PHILADELPHIA WD 42 PCT 23*,289.01,782,0.895
,,,,289.02,92,0.105
42101,Philadelphia PA,4224,PHILADELPHIA WD 42 PCT 24*,273,334,0.255
,,,,274.02,975,0.745
42101,Philadelphia PA,4225,PHILADELPHIA WD 42 PCT 25*,274.01,846,1
42101,Philadelphia PA,4301,PHILADELPHIA WD 43 PCT 01*,203,623,0.98
,,,,204,13,0.02
42101,Philadelphia PA,4302,PHILADELPHIA WD 43 PCT 02*,197,1146,1
42101,Philadelphia PA,4303,PHILADELPHIA WD 43 PCT 03*,197,1122,1
42101,Philadelphia PA,4304,PHILADELPHIA WD 43 PCT 04*,197,1123,1
42101,Philadelphia PA,4305,PHILADELPHIA WD 43 PCT 05*,197,1014,1
42101,Philadelphia PA,4306,PHILADELPHIA WD 43 PCT 06*,197,1041,1
42101,Philadelphia PA,4307,PHILADELPHIA WD 43 PCT 07*,197,1421,1
42101,Philadelphia PA,4308,PHILADELPHIA WD 43 PCT 08*,197,134,0.123
,,,,198,953,0.877
42101,Philadelphia PA,4309,PHILADELPHIA WD 43 PCT 09*,200,723,1
42101,Philadelphia PA,4310,PHILADELPHIA WD 43 PCT 10*,200,541,1
42101,Philadelphia PA,4311,PHILADELPHIA WD 43 PCT 11*,199,742,1
42101,Philadelphia PA,4312,PHILADELPHIA WD 43 PCT 12*,199,895,1
42101,Philadelphia PA,4313,PHILADELPHIA WD 43 PCT 13*,199,751,1
42101,Philadelphia PA,4314,PHILADELPHIA WD 43 PCT 14*,200,1,0.001
,,,,203,670,0.999
42101,Philadelphia PA,4315,PHILADELPHIA WD 43 PCT 15*,199,605,1
42101,Philadelphia PA,4316,PHILADELPHIA WD 43 PCT 16*,199,658,1
42101,Philadelphia PA,4317,PHILADELPHIA WD 43 PCT 17*,199,768,1
42101,Philadelphia PA,4318,PHILADELPHIA WD 43 PCT 18*,198,1340,1
42101,Philadelphia PA,4319,PHILADELPHIA WD 43 PCT 19*,198,1179,1
42101,Philadelphia PA,4320,PHILADELPHIA WD 43 PCT 20*,198,959,1
42101,Philadelphia PA,4321,PHILADELPHIA WD 43 PCT 21,198,708,1
42101,Philadelphia PA,4322,PHILADELPHIA WD 43 PCT 22*,198,22,0.063
,,,,203,325,0.937
42101,Philadelphia PA,4323,PHILADELPHIA WD 43 PCT 23*,203,454,1
42101,Philadelphia PA,4324,PHILADELPHIA WD 43 PCT 24*,198,219,0.354
,,,,203,399,0.646
42101,Philadelphia PA,4325,PHILADELPHIA WD 43 PCT 25,198,815,1
42101,Philadelphia PA,4401,PHILADELPHIA WD 44 PCT 01*,111,793,1
42101,Philadelphia PA,4402,PHILADELPHIA WD 44 PCT 02*,111,825,1
42101,Philadelphia PA,4403,PHILADELPHIA WD 44 PCT 03*,93,623,1
42101,Philadelphia PA,4404,PHILADELPHIA WD 44 PCT 04*,93,749,1
42101,Philadelphia PA,4405,PHILADELPHIA WD 44 PCT 05*,111,591,1
42101,Philadelphia PA,4406,PHILADELPHIA WD 44 PCT 06*,93,772,1
42101,Philadelphia PA,4407,PHILADELPHIA WD 44 PCT 07*,93,84,0.101
,,,,103,751,0.899
42101,Philadelphia PA,4408,PHILADELPHIA WD 44 PCT 08*,93,536,0.949
,,,,104,29,0.051
42101,Philadelphia PA,4409,PHILADELPHIA WD 44 PCT 09*,104,897,1
42101,Philadelphia PA,4410,PHILADELPHIA WD 44 PCT 10*,104,484,1
42101,Philadelphia PA,4411,PHILADELPHIA WD 44 PCT 11*,104,912,0.917
,,,,111,83,0.083
42101,Philadelphia PA,4412,PHILADELPHIA WD 44 PCT 12*,104,448,1
42101,Philadelphia PA,4413,PHILADELPHIA WD 44 PCT 13*,103,70,0.111
,,,,104,562,0.889
42101,Philadelphia PA,4414,PHILADELPHIA WD 44 PCT 14*,93,721,1
42101,Philadelphia PA,4415,PHILADELPHIA WD 44 PCT 15*,93,736,1
42101,Philadelphia PA,4416,PHILADELPHIA WD 44 PCT 16*,103,637,1
42101,Philadelphia PA,4417,PHILADELPHIA WD 44 PCT 17*,103,508,1
42101,Philadelphia PA,4418,PHILADELPHIA WD 44 PCT 18*,103,483,0.792
,,,,111,127,0.208
42101,Philadelphia PA,4419,PHILADELPHIA WD 44 PCT 19*,111,715,1
42101,Philadelphia PA,4501,PHILADELPHIA WD 45 PCT 01*,184,1083,1
42101,Philadelphia PA,4502,PHILADELPHIA WD 45 PCT 02,380,1092,1
42101,Philadelphia PA,4503,PHILADELPHIA WD 45 PCT 03,183,561,0.382
,,,,184,906,0.618
42101,Philadelphia PA,4504,PHILADELPHIA WD 45 PCT 04,183,912,0.771
,,,,184,271,0.229
42101,Philadelphia PA,4505,PHILADELPHIA WD 45 PCT 05*,378,134,0.118
,,,,379,1004,0.882
42101,Philadelphia PA,4506,PHILADELPHIA WD 45 PCT 06,378,292,0.277
,,,,379,764,0.723
42101,Philadelphia PA,4507,PHILADELPHIA WD 45 PCT 07*,379,344,0.403
,,,,382,510,0.597
42101,Philadelphia PA,4508,PHILADELPHIA WD 45 PCT 08*,188,494,0.549
,,,,382,405,0.451
42101,Philadelphia PA,4509,PHILADELPHIA WD 45 PCT 09*,188,1124,1
42101,Philadelphia PA,4510,PHILADELPHIA WD 45 PCT 10*,188,1031,1
42101,Philadelphia PA,4511,PHILADELPHIA WD 45 PCT 11*,188,1126,1
42101,Philadelphia PA,4512,PHILADELPHIA WD 45 PCT 12,380,215,0.314
,,,,381,470,0.686
42101,Philadelphia PA,4513,PHILADELPHIA WD 45 PCT 13*,188,703,0.751
,,,,382,233,0.249
42101,Philadelphia PA,4514,PHILADELPHIA WD 45 PCT 14*,188,20,0.082
,,,,382,225,0.918
42101,Philadelphia PA,4515,PHILADELPHIA WD 45 PCT 15,379,1184,1
42101,Philadelphia PA,4516,PHILADELPHIA WD 45 PCT 16*,188,1055,1
42101,Philadelphia PA,4517,PHILADELPHIA WD 45 PCT 17*,188,1083,0.84
,,,,382,206,0.16
42101,Philadelphia PA,4518,PHILADELPHIA WD 45 PCT 18*,382,819,1
42101,Philadelphia PA,4519,PHILADELPHIA WD 45 PCT 19*,188,1078,1
42101,Philadelphia PA,4520,PHILADELPHIA WD 45 PCT 20,183,972,1
42101,Philadelphia PA,4521,PHILADELPHIA WD 45 PCT 21*,188,608,0.736
,,,,382,218,0.264
42101,Philadelphia PA,4522,PHILADELPHIA WD 45 PCT 22*,379,796,0.994
,,,,382,5,0.006
42101,Philadelphia PA,4523,PHILADELPHIA WD 45 PCT 23*,183,991,1
42101,Philadelphia PA,4524,PHILADELPHIA WD 45 PCT 24*,379,1223,0.992
,,,,382,10,0.008
42101,Philadelphia PA,4525,PHILADELPHIA WD 45 PCT 25,183,877,1
42101,Philadelphia PA,4601,PHILADELPHIA WD 46 PCT 01*,79,977,1
42101,Philadelphia PA,4602,PHILADELPHIA WD 46 PCT 02*,79,543,0.771
,,,,80,161,0.229
42101,Philadelphia PA,4603,PHILADELPHIA WD 46 PCT 03*,80,849,1
42101,Philadelphia PA,4604,PHILADELPHIA WD 46 PCT 04*,80,680,1
42101,Philadelphia PA,4605,PHILADELPHIA WD 46 PCT 05*,81.02,732,1
42101,Philadelphia PA,4606,PHILADELPHIA WD 46 PCT 06*,81.02,933,1
42101,Philadelphia PA,4607,PHILADELPHIA WD 46 PCT 07*,79,617,0.804
,,,,86.01,150,0.196
42101,Philadelphia PA,4608,PHILADELPHIA WD 46 PCT 08*,78,1215,1
42101,Philadelphia PA,4609,PHILADELPHIA WD 46 PCT 09*,79,779,1
42101,Philadelphia PA,4610,PHILADELPHIA WD 46 PCT 10*,80,622,1
42101,Philadelphia PA,4611,PHILADELPHIA WD 46 PCT 11*,80,762,1
42101,Philadelphia PA,4612,PHILADELPHIA WD 46 PCT 12*,81.02,852,1
42101,Philadelphia PA,4613,PHILADELPHIA WD 46 PCT 13*,81.01,700,1
42101,Philadelphia PA,4614,PHILADELPHIA WD 46 PCT 14*,81.01,235,0.37
,,,,81.02,400,0.63
42101,Philadelphia PA,4615,PHILADELPHIA WD 46 PCT 15*,81.01,334,0.429
,,,,81.02,444,0.571
42101,Philadelphia PA,4616,PHILADELPHIA WD 46 PCT 16*,78,1114,1
42101,Philadelphia PA,4617,PHILADELPHIA WD 46 PCT 17*,78,1046,1
42101,Philadelphia PA,4618,PHILADELPHIA WD 46 PCT 18*,79,796,1
42101,Philadelphia PA,4619,PHILADELPHIA WD 46 PCT 19*,79,540,0.497
,,,,86.01,547,0.503
42101,Philadelphia PA,4620,PHILADELPHIA WD 46 PCT 20*,81.01,826,1
42101,Philadelphia PA,4621,PHILADELPHIA WD 46 PCT 21*,81.01,663,1
42101,Philadelphia PA,4622,PHILADELPHIA WD 46 PCT 22*,86.01,593,0.441
,,,,86.02,751,0.559
42101,Philadelphia PA,4623,PHILADELPHIA WD 46 PCT 23*,86.01,1138,1
42101,Philadelphia PA,4701,PHILADELPHIA WD 47 PCT 01*,140,657,1
42101,Philadelphia PA,4702,PHILADELPHIA WD 47 PCT 02*,140,612,1
42101,Philadelphia PA,4703,PHILADELPHIA WD 47 PCT 03*,140,474,0.458
,,,,147,562,0.542
42101,Philadelphia PA,4704,PHILADELPHIA WD 47 PCT 04*,140,275,1
42101,Philadelphia PA,4705,PHILADELPHIA WD 47 PCT 05*,140,550,1
42101,Philadelphia PA,4706,PHILADELPHIA WD 47 PCT 06*,147,715,1
42101,Philadelphia PA,4707,PHILADELPHIA WD 47 PCT 07*,147,401,0.913
,,,,148,38,0.087
42101,Philadelphia PA,4708,PHILADELPHIA WD 47 PCT 08*,147,674,1
42101,Philadelphia PA,4709,PHILADELPHIA WD 47 PCT 09*,148,388,1
42101,Philadelphia PA,4710,PHILADELPHIA WD 47 PCT 10*,139,3,0.009
,,,,140,314,0.991
42101,Philadelphia PA,4711,PHILADELPHIA WD 47 PCT 11*,148,255,0.743
,,,,149,88,0.257
42101,Philadelphia PA,4712,PHILADELPHIA WD 47 PCT 12*,147,1587,1
42101,Philadelphia PA,4713,PHILADELPHIA WD 47 PCT 13*,139,157,0.551
,,,,140,128,0.449
42101,Philadelphia PA,4714,PHILADELPHIA WD 47 PCT 14*,139,234,0.876
,,,,148,33,0.124
42101,Philadelphia PA,4801,PHILADELPHIA WD 48 PCT 01*,37.01,800,0.852
,,,,37.02,139,0.148
42101,Philadelphia PA,4802,PHILADELPHIA WD 48 PCT 02*,37.01,829,1
42101,Philadelphia PA,4803,PHILADELPHIA WD 48 PCT 03*,37.01,946,1
42101,Philadelphia PA,4804,PHILADELPHIA WD 48 PCT 04*,36,150,0.167
,,,,37.01,746,0.833
42101,Philadelphia PA,4805,PHILADELPHIA WD 48 PCT 05*,37.01,744,1
42101,Philadelphia PA,4806,PHILADELPHIA WD 48 PCT 06*,37.01,754,1
42101,Philadelphia PA,4807,PHILADELPHIA WD 48 PCT 07*,36,852,1
42101,Philadelphia PA,4808,PHILADELPHIA WD 48 PCT 08*,37.01,970,1
42101,Philadelphia PA,4809,PHILADELPHIA WD 48 PCT 09*,37.01,820,1
42101,Philadelphia PA,4810,PHILADELPHIA WD 48 PCT 10*,36,740,0.997
,,,,9809,2,0.003
42101,Philadelphia PA,4811,PHILADELPHIA WD 48 PCT 11*,36,622,1
42101,Philadelphia PA,4812,PHILADELPHIA WD 48 PCT 12*,37.02,999,1
42101,Philadelphia PA,4813,PHILADELPHIA WD 48 PCT 13*,39.01,1181,1
42101,Philadelphia PA,4814,PHILADELPHIA WD 48 PCT 14*,39.01,830,1
42101,Philadelphia PA,4815,PHILADELPHIA WD 48 PCT 15*,37.02,903,1
42101,Philadelphia PA,4816,PHILADELPHIA WD 48 PCT 16*,36,247,0.275
,,,,37.02,652,0.725
