"county","vtd","tract","bg","cntyname","vtdname","pop10","afact","AFACT2"
"county","vtd","2010 Tract","bg","cntyname","Voting District Name","Total Pop, 2010 census","vtd to bg alloc factor","bg to vtd alloc factor"
"42003","D380","2902.00","3","Allegheny PA","PITTSBURGH WD 29 DIST 03*",109,0.158,0.169 
"42003","D380","2904.00","2","Allegheny PA","PITTSBURGH WD 29 DIST 03*",18,0.026,0.014 
"42003","D380","2904.00","4","Allegheny PA","PITTSBURGH WD 29 DIST 03*",216,0.314,0.249 
"42003","D400","2904.00","2","Allegheny PA","PITTSBURGH WD 29 DIST 04*",206,0.24,0.164 
"42003","D400","2904.00","4","Allegheny PA","PITTSBURGH WD 29 DIST 04*",652,0.76,0.751 
"42003","D420","2902.00","2","Allegheny PA","PITTSBURGH WD 29 DIST 05",357,0.459,0.434 
"42003","D420","2904.00","2","Allegheny PA","PITTSBURGH WD 29 DIST 05",420,0.541,0.334 
"42003","D440","2904.00","1","Allegheny PA","PITTSBURGH WD 29 DIST 06",56,0.063,0.097 
"42003","D440","2904.00","2","Allegheny PA","PITTSBURGH WD 29 DIST 06",613,0.689,0.488 
"42003","D440","2904.00","3","Allegheny PA","PITTSBURGH WD 29 DIST 06",202,0.227,0.286 
"42003","D440","3204.00","1","Allegheny PA","PITTSBURGH WD 29 DIST 06",19,0.021,0.025 
"42003","D460","2904.00","3","Allegheny PA","PITTSBURGH WD 29 DIST 07",263,0.284,0.373 
"42003","D460","2904.00","5","Allegheny PA","PITTSBURGH WD 29 DIST 07",613,0.662,0.959 
"42003","D460","3204.00","1","Allegheny PA","PITTSBURGH WD 29 DIST 07",50,0.054,0.066 
"42003","D480","2901.00","1","Allegheny PA","PITTSBURGH WD 29 DIST 08",388,0.431,0.589 
"42003","D480","2902.00","1","Allegheny PA","PITTSBURGH WD 29 DIST 08",80,0.089,0.089 
"42003","D480","2902.00","5","Allegheny PA","PITTSBURGH WD 29 DIST 08",432,0.48,0.494 
"42003","D500","2901.00","3","Allegheny PA","PITTSBURGH WD 29 DIST 09*",518,0.799,0.722 
"42003","D500","2904.00","1","Allegheny PA","PITTSBURGH WD 29 DIST 09*",130,0.201,0.225 
"42003","D520","2901.00","2","Allegheny PA","PITTSBURGH WD 29 DIST 10*",29,0.036,0.039 
"42003","D520","2901.00","3","Allegheny PA","PITTSBURGH WD 29 DIST 10*",199,0.247,0.278 
"42003","D520","2904.00","1","Allegheny PA","PITTSBURGH WD 29 DIST 10*",358,0.444,0.618 
"42003","D520","2904.00","3","Allegheny PA","PITTSBURGH WD 29 DIST 10*",109,0.135,0.154 
"42003","D520","3204.00","2","Allegheny PA","PITTSBURGH WD 29 DIST 10*",49,0.061,0.074 
"42003","D520","3204.00","3","Allegheny PA","PITTSBURGH WD 29 DIST 10*",63,0.078,0.109 
"42003","D540","2902.00","1","Allegheny PA","PITTSBURGH WD 29 DIST 11",421,0.487,0.467 
"42003","D540","2902.00","5","Allegheny PA","PITTSBURGH WD 29 DIST 11",443,0.513,0.506 
"42003","D560","2902.00","1","Allegheny PA","PITTSBURGH WD 29 DIST 12*",268,0.283,0.297 
"42003","D560","2902.00","4","Allegheny PA","PITTSBURGH WD 29 DIST 12*",678,0.717,0.97 
"42003","D580","3001.00","1","Allegheny PA","PITTSBURGH WD 30 DIST 01*",217,0.373,0.538 
"42003","D580","3001.00","2","Allegheny PA","PITTSBURGH WD 30 DIST 01*",364,0.627,0.722 
"42003","D600","3001.00","1","Allegheny PA","PITTSBURGH WD 30 DIST 02*",186,0.318,0.462 
"42003","D600","3001.00","2","Allegheny PA","PITTSBURGH WD 30 DIST 02*",140,0.239,0.278 
"42003","D600","3001.00","3","Allegheny PA","PITTSBURGH WD 30 DIST 02*",259,0.443,0.319 
"42003","D620","3001.00","3","Allegheny PA","PITTSBURGH WD 30 DIST 03*",387,0.678,0.476 
"42003","D620","3001.00","4","Allegheny PA","PITTSBURGH WD 30 DIST 03*",184,0.322,0.256 
"42003","D640","3001.00","3","Allegheny PA","PITTSBURGH WD 30 DIST 04*",167,0.174,0.205 
"42003","D640","3001.00","4","Allegheny PA","PITTSBURGH WD 30 DIST 04*",447,0.466,0.621 
"42003","D640","3001.00","5","Allegheny PA","PITTSBURGH WD 30 DIST 04*",346,0.36,0.541 
"42003","D660","3001.00","4","Allegheny PA","PITTSBURGH WD 30 DIST 05*",89,0.085,0.124 
"42003","D660","3001.00","5","Allegheny PA","PITTSBURGH WD 30 DIST 05*",293,0.279,0.459 
"42003","D660","3001.00","6","Allegheny PA","PITTSBURGH WD 30 DIST 05*",668,0.636,1 
"42003","D690","3102.00","4","Allegheny PA","PITTSBURGH WD 31 DIST 01",25,0.05,0.035 
"42003","D690","3103.00","1","Allegheny PA","PITTSBURGH WD 31 DIST 01",114,0.228,0.115 
"42003","D690","5629.00","2","Allegheny PA","PITTSBURGH WD 31 DIST 01",362,0.723,1 
"42003","D710","3103.00","1","Allegheny PA","PITTSBURGH WD 31 DIST 02",533,1,0.538 
"42003","D730","3102.00","1","Allegheny PA","PITTSBURGH WD 31 DIST 03",44,0.057,0.066 
"42003","D730","3102.00","2","Allegheny PA","PITTSBURGH WD 31 DIST 03",201,0.259,0.307 
"42003","D730","3102.00","4","Allegheny PA","PITTSBURGH WD 31 DIST 03",531,0.684,0.737 
"42003","D750","3102.00","3","Allegheny PA","PITTSBURGH WD 31 DIST 04*",281,0.321,0.516 
"42003","D750","3102.00","5","Allegheny PA","PITTSBURGH WD 31 DIST 04*",595,0.679,0.922 
"42003","D770","3102.00","1","Allegheny PA","PITTSBURGH WD 31 DIST 05",618,0.655,0.934 
"42003","D770","3102.00","4","Allegheny PA","PITTSBURGH WD 31 DIST 05",164,0.174,0.228 
"42003","D770","3103.00","1","Allegheny PA","PITTSBURGH WD 31 DIST 05",161,0.171,0.163 
"42003","D790","3102.00","2","Allegheny PA","PITTSBURGH WD 31 DIST 06",454,0.591,0.693 
"42003","D790","3102.00","3","Allegheny PA","PITTSBURGH WD 31 DIST 06",264,0.344,0.484 
"42003","D790","3102.00","5","Allegheny PA","PITTSBURGH WD 31 DIST 06",50,0.065,0.078 
"42003","D810","3103.00","1","Allegheny PA","PITTSBURGH WD 31 DIST 07",182,1,0.184 
"42003","D830","3204.00","1","Allegheny PA","PITTSBURGH WD 32 DIST 01*",317,0.404,0.42 
"42003","D830","3207.00","2","Allegheny PA","PITTSBURGH WD 32 DIST 01*",467,0.596,0.91 
"42003","D850","2904.00","1","Allegheny PA","PITTSBURGH WD 32 DIST 02*",31,0.031,0.054 
"42003","D850","2904.00","3","Allegheny PA","PITTSBURGH WD 32 DIST 02*",132,0.131,0.187 
"42003","D850","2904.00","5","Allegheny PA","PITTSBURGH WD 32 DIST 02*",26,0.026,0.041 
"42003","D850","3204.00","1","Allegheny PA","PITTSBURGH WD 32 DIST 02*",368,0.366,0.488 
"42003","D850","3204.00","2","Allegheny PA","PITTSBURGH WD 32 DIST 02*",449,0.446,0.676 
"42003","D870","2904.00","1","Allegheny PA","PITTSBURGH WD 32 DIST 03*",4,0.006,0.007 
"42003","D870","3204.00","2","Allegheny PA","PITTSBURGH WD 32 DIST 03*",166,0.243,0.25 
"42003","D870","3204.00","3","Allegheny PA","PITTSBURGH WD 32 DIST 03*",513,0.751,0.891 
"42003","D890","3206.00","1","Allegheny PA","PITTSBURGH WD 32 DIST 04",400,1,0.345 
"42003","D910","3206.00","2","Allegheny PA","PITTSBURGH WD 32 DIST 05*",770,0.99,0.698 
"42003","D910","3207.00","1","Allegheny PA","PITTSBURGH WD 32 DIST 05*",8,0.01,0.007 
"42003","D930","3207.00","1","Allegheny PA","PITTSBURGH WD 32 DIST 06*",815,0.947,0.717 
"42003","D930","3207.00","2","Allegheny PA","PITTSBURGH WD 32 DIST 06*",46,0.053,0.09 
"42003","D950","3206.00","1","Allegheny PA","PITTSBURGH WD 32 DIST 07*",403,0.63,0.348 
"42003","D950","3206.00","2","Allegheny PA","PITTSBURGH WD 32 DIST 07*",237,0.37,0.215 
"42003","D970","1918.00","5","Allegheny PA","PITTSBURGH WD 32 DIST 08",94,0.1,0.136 
"42003","D970","1918.00","6","Allegheny PA","PITTSBURGH WD 32 DIST 08",437,0.464,0.453 
"42003","D970","3206.00","2","Allegheny PA","PITTSBURGH WD 32 DIST 08",96,0.102,0.087 
"42003","D970","3207.00","1","Allegheny PA","PITTSBURGH WD 32 DIST 08",314,0.334,0.276 
"42003","D980","4890.02","1","Allegheny PA","PLEASANT HILLS DIST 01*",645,0.626,1 
"42003","D980","4890.02","2","Allegheny PA","PLEASANT HILLS DIST 01*",386,0.374,0.31 
"42003","D990","4890.02","2","Allegheny PA","PLEASANT HILLS DIST 02*",566,0.784,0.455 
"42003","D990","4890.02","4","Allegheny PA","PLEASANT HILLS DIST 02*",156,0.216,0.291 
"42003","E000","4890.01","2","Allegheny PA","PLEASANT HILLS DIST 03*",594,0.885,0.39 
"42003","E000","4890.01","3","Allegheny PA","PLEASANT HILLS DIST 03*",77,0.115,0.032 
"42003","E010","4890.01","1","Allegheny PA","PLEASANT HILLS DIST 04*",609,0.838,1 
"42003","E010","4890.01","2","Allegheny PA","PLEASANT HILLS DIST 04*",118,0.162,0.078 
"42003","E020","4890.01","2","Allegheny PA","PLEASANT HILLS DIST 05*",810,1,0.532 
"42003","E030","4890.01","3","Allegheny PA","PLEASANT HILLS DIST 06*",1453,1,0.603 
"42003","E032","4890.01","3","Allegheny PA","PLEASANT HILLS DIST 07*",654,1,0.271 
"42003","E034","4890.02","3","Allegheny PA","PLEASANT HILLS DIST 08*",697,1,0.536 
"42003","E036","4890.01","3","Allegheny PA","PLEASANT HILLS DIST 09*",227,0.282,0.094 
"42003","E036","4890.02","2","Allegheny PA","PLEASANT HILLS DIST 09*",292,0.363,0.235 
"42003","E036","4890.02","3","Allegheny PA","PLEASANT HILLS DIST 09*",285,0.354,0.219 
"42003","E038","4890.02","3","Allegheny PA","PLEASANT HILLS DIST 10*",318,0.455,0.245 
"42003","E038","4890.02","4","Allegheny PA","PLEASANT HILLS DIST 10*",381,0.545,0.709 
"42003","E040","5261.01","3","Allegheny PA","PLUM DIST 01*",2529,1,1 
"42003","E045","5261.01","1","Allegheny PA","PLUM DIST 02*",744,0.778,1 
"42003","E045","5261.01","2","Allegheny PA","PLUM DIST 02*",212,0.222,0.082 
"42003","E050","5261.01","2","Allegheny PA","PLUM DIST 03*",116,0.099,0.045 
"42003","E050","5261.01","4","Allegheny PA","PLUM DIST 03*",1057,0.901,1 
"42003","E055","5262.01","2","Allegheny PA","PLUM DIST 04*",766,0.701,0.315 
"42003","E055","5262.02","1","Allegheny PA","PLUM DIST 04*",319,0.292,0.269 
"42003","E055","5262.02","3","Allegheny PA","PLUM DIST 04*",7,0.006,0.006 
"42003","E060","5262.02","2","Allegheny PA","PLUM DIST 05*",1308,1,0.495 
"42003","E065","5262.01","2","Allegheny PA","PLUM DIST 06*",1669,1,0.685 
"42003","E070","5262.02","1","Allegheny PA","PLUM DIST 07*",536,0.291,0.451 
"42003","E070","5262.02","2","Allegheny PA","PLUM DIST 07*",904,0.492,0.342 
"42003","E070","5262.02","3","Allegheny PA","PLUM DIST 07*",399,0.217,0.325 
"42003","E075","5263.01","1","Allegheny PA","PLUM DIST 08*",870,1,0.504 
"42003","E080","5263.01","1","Allegheny PA","PLUM DIST 09*",475,0.365,0.275 
"42003","E080","5263.01","2","Allegheny PA","PLUM DIST 09*",828,0.635,0.348 
"42003","E085","5263.02","1","Allegheny PA","PLUM DIST 10*",831,1,0.435 
"42003","E090","5263.01","2","Allegheny PA","PLUM DIST 11",518,0.371,0.218 
"42003","E090","5263.02","1","Allegheny PA","PLUM DIST 11",26,0.019,0.014 
"42003","E090","5263.02","2","Allegheny PA","PLUM DIST 11",851,0.61,0.792 
"42003","E100","5262.02","2","Allegheny PA","PLUM DIST 12*",432,0.295,0.163 
"42003","E100","5263.01","2","Allegheny PA","PLUM DIST 12*",1034,0.705,0.434 
"42003","E105","5263.02","1","Allegheny PA","PLUM DIST 13",390,0.501,0.204 
"42003","E105","5263.02","2","Allegheny PA","PLUM DIST 13",223,0.286,0.208 
"42003","E105","5263.02","4","Allegheny PA","PLUM DIST 13",166,0.213,0.158 
"42003","E110","5263.02","1","Allegheny PA","PLUM DIST 14*",199,0.184,0.104 
"42003","E110","5263.02","4","Allegheny PA","PLUM DIST 14*",883,0.816,0.842 
"42003","E115","5263.02","3","Allegheny PA","PLUM DIST 15*",1215,1,1 
"42003","E120","5263.01","1","Allegheny PA","PLUM DIST 16*",380,0.45,0.22 
"42003","E120","5263.02","1","Allegheny PA","PLUM DIST 16*",465,0.55,0.243 
"42003","E125","5262.02","1","Allegheny PA","PLUM DIST 17*",333,0.288,0.28 
"42003","E125","5262.02","3","Allegheny PA","PLUM DIST 17*",822,0.712,0.669 
"42003","E130","5261.01","2","Allegheny PA","PLUM DIST 18*",79,0.059,0.031 
"42003","E130","5262.01","1","Allegheny PA","PLUM DIST 18*",1255,0.941,1 
"42003","E135","5261.01","2","Allegheny PA","PLUM DIST 19*",1780,0.856,0.692 
"42003","E135","5261.02","1","Allegheny PA","PLUM DIST 19*",300,0.144,0.142 
"42003","E140","5261.02","1","Allegheny PA","PLUM DIST 20*",1426,1,0.673 
"42003","E145","5261.01","2","Allegheny PA","PLUM DIST 21*",385,0.494,0.15 
"42003","E145","5261.02","1","Allegheny PA","PLUM DIST 21*",394,0.506,0.186 
"42003","E151","5003.00","1","Allegheny PA","PORT VUE DIST 01",420,0.393,0.299 
"42003","E151","5003.00","3","Allegheny PA","PORT VUE DIST 01",526,0.493,0.847 
"42003","E151","5003.00","4","Allegheny PA","PORT VUE DIST 01",122,0.114,0.117 
"42003","E181","5003.00","1","Allegheny PA","PORT VUE DIST 04",985,0.91,0.701 
"42003","E181","5003.00","2","Allegheny PA","PORT VUE DIST 04",91,0.084,0.125 
"42003","E181","5003.00","4","Allegheny PA","PORT VUE DIST 04",7,0.006,0.007 
"42003","E190","5003.00","2","Allegheny PA","PORT VUE DIST 02",2,0.002,0.003 
"42003","E190","5003.00","4","Allegheny PA","PORT VUE DIST 02",875,0.998,0.84 
"42003","E200","5003.00","2","Allegheny PA","PORT VUE DIST 03",637,0.827,0.873 
"42003","E200","5003.00","3","Allegheny PA","PORT VUE DIST 03",95,0.123,0.153 
"42003","E200","5003.00","4","Allegheny PA","PORT VUE DIST 03",38,0.049,0.036 
"42003","E210","5140.00","2","Allegheny PA","RANKIN DIST 01*",844,1,0.648 
"42003","E220","5140.00","2","Allegheny PA","RANKIN DIST 02*",458,1,0.352 
"42003","E230","5140.00","1","Allegheny PA","RANKIN DIST 03*",820,1,1 
"42003","E260","4281.00","1","Allegheny PA","RESERVE TWP WD 01",260,0.35,0.411 
"42003","E260","4281.00","2","Allegheny PA","RESERVE TWP WD 01",483,0.65,0.792 
"42003","E270","4281.00","1","Allegheny PA","RESERVE TWP WD 02",372,0.52,0.589 
"42003","E270","4281.00","2","Allegheny PA","RESERVE TWP WD 02",127,0.178,0.208 
"42003","E270","4282.00","1","Allegheny PA","RESERVE TWP WD 02",127,0.178,0.198 
"42003","E270","4282.00","2","Allegheny PA","RESERVE TWP WD 02",89,0.124,0.061 
"42003","E280","4282.00","1","Allegheny PA","RESERVE TWP WD 03",513,0.679,0.802 
"42003","E280","4282.00","2","Allegheny PA","RESERVE TWP WD 03",242,0.321,0.167 
"42003","E290","4282.00","2","Allegheny PA","RESERVE TWP WD 04",1120,1,0.772 
"42003","E300","4080.01","2","Allegheny PA","RICHLAND TWP DIST 01",863,1,0.406 
"42003","E310","4080.01","2","Allegheny PA","RICHLAND TWP DIST 02",494,0.553,0.232 
"42003","E310","4080.01","3","Allegheny PA","RICHLAND TWP DIST 02",400,0.447,0.274 
"42003","E320","4080.01","1","Allegheny PA","RICHLAND TWP DIST 03",517,0.264,0.436 
"42003","E320","4080.01","2","Allegheny PA","RICHLAND TWP DIST 03",633,0.323,0.298 
"42003","E320","4080.01","3","Allegheny PA","RICHLAND TWP DIST 03",808,0.413,0.554 
"42003","E330","4080.01","1","Allegheny PA","RICHLAND TWP DIST 04*",669,0.301,0.564 
"42003","E330","4080.01","3","Allegheny PA","RICHLAND TWP DIST 04*",250,0.113,0.171 
"42003","E330","4080.02","1","Allegheny PA","RICHLAND TWP DIST 04*",1303,0.586,0.342 
"42003","E331","4080.02","1","Allegheny PA","RICHLAND TWP DIST 05*",2093,1,0.549 
"42003","E332","4080.02","1","Allegheny PA","RICHLAND TWP DIST 06*",416,0.253,0.109 
"42003","E332","4080.02","2","Allegheny PA","RICHLAND TWP DIST 06*",1228,0.747,0.487 
"42003","E333","4080.02","2","Allegheny PA","RICHLAND TWP DIST 07*",761,1,0.302 
"42003","E334","4080.01","2","Allegheny PA","RICHLAND TWP DIST 08",135,0.203,0.064 
"42003","E334","4080.02","2","Allegheny PA","RICHLAND TWP DIST 08",530,0.797,0.21 
"42003","E342","4592.01","1","Allegheny PA","ROBINSON TWP DIST 01*",1612,0.885,0.981 
"42003","E342","4592.01","3","Allegheny PA","ROBINSON TWP DIST 01*",210,0.115,0.119 
"42003","E346","4591.02","2","Allegheny PA","ROBINSON TWP DIST 02*",990,0.895,1 
"42003","E346","4591.02","3","Allegheny PA","ROBINSON TWP DIST 02*",116,0.105,0.045 
"42003","E351","4591.01","1","Allegheny PA","ROBINSON TWP DIST 03*",969,1,0.567 
"42003","E356","4592.01","1","Allegheny PA","ROBINSON TWP DIST 04*",31,0.043,0.019 
"42003","E356","4592.01","3","Allegheny PA","ROBINSON TWP DIST 04*",108,0.15,0.061 
"42003","E356","4592.01","4","Allegheny PA","ROBINSON TWP DIST 04*",583,0.807,1 
"42003","E361","4591.01","1","Allegheny PA","ROBINSON TWP DIST 05*",739,1,0.433 
"42003","E366","4592.01","2","Allegheny PA","ROBINSON TWP DIST 06*",1365,1,0.684 
"42003","E371","4591.02","1","Allegheny PA","ROBINSON TWP DIST 07*",1734,1,0.832 
"42003","E376","4592.01","2","Allegheny PA","ROBINSON TWP DIST 08*",632,0.304,0.316 
"42003","E376","4592.01","3","Allegheny PA","ROBINSON TWP DIST 08*",1447,0.696,0.82 
"42003","E381","4591.02","1","Allegheny PA","ROBINSON TWP DIST 09*",349,0.124,0.168 
"42003","E381","4591.02","3","Allegheny PA","ROBINSON TWP DIST 09*",2469,0.876,0.955 
"42003","E425","4292.02","2","Allegheny PA","ROSS TWP WD 01 DIST 01",279,0.297,0.207 
"42003","E425","4292.02","3","Allegheny PA","ROSS TWP WD 01 DIST 01",659,0.703,0.365 
"42003","E435","4292.02","2","Allegheny PA","ROSS TWP WD 01 DIST 02*",707,1,0.525 
"42003","E445","4291.00","1","Allegheny PA","ROSS TWP WD 01 DIST 03*",443,0.599,0.392 
"42003","E445","4292.02","2","Allegheny PA","ROSS TWP WD 01 DIST 03*",297,0.401,0.221 
"42003","E455","4292.02","3","Allegheny PA","ROSS TWP WD 01 DIST 04",1089,1,0.604 
"42003","E465","4292.01","2","Allegheny PA","ROSS TWP WD 02 DIST 01",1597,1,0.66 
"42003","E475","4292.01","1","Allegheny PA","ROSS TWP WD 02 DIST 02",273,0.233,0.144 
"42003","E475","4292.01","2","Allegheny PA","ROSS TWP WD 02 DIST 02",5,0.004,0.002 
"42003","E475","4292.02","1","Allegheny PA","ROSS TWP WD 02 DIST 02",896,0.763,0.737 
"42003","E485","4292.01","2","Allegheny PA","ROSS TWP WD 02 DIST 03*",414,0.525,0.171 
"42003","E485","4292.02","1","Allegheny PA","ROSS TWP WD 02 DIST 03*",319,0.404,0.263 
"42003","E485","4292.02","3","Allegheny PA","ROSS TWP WD 02 DIST 03*",56,0.071,0.031 
"42003","E495","4294.00","2","Allegheny PA","ROSS TWP WD 03 DIST 01*",810,1,0.48 
"42003","E505","4294.00","3","Allegheny PA","ROSS TWP WD 03 DIST 02*",841,1,0.662 
"42003","E515","4294.00","2","Allegheny PA","ROSS TWP WD 03 DIST 03*",79,0.101,0.047 
"42003","E515","4294.00","3","Allegheny PA","ROSS TWP WD 03 DIST 03*",429,0.549,0.338 
"42003","E515","4294.00","4","Allegheny PA","ROSS TWP WD 03 DIST 03*",273,0.35,0.38 
"42003","E525","4291.00","2","Allegheny PA","ROSS TWP WD 03 DIST 04",438,0.495,0.317 
"42003","E525","4294.00","4","Allegheny PA","ROSS TWP WD 03 DIST 04",446,0.505,0.62 
"42003","E535","4293.00","3","Allegheny PA","ROSS TWP WD 04 DIST 01*",624,0.565,0.474 
"42003","E535","4296.00","1","Allegheny PA","ROSS TWP WD 04 DIST 01*",481,0.435,0.198 
"42003","E545","4293.00","3","Allegheny PA","ROSS TWP WD 04 DIST 02*",682,1,0.518 
"42003","E555","4293.00","3","Allegheny PA","ROSS TWP WD 04 DIST 03*",10,0.01,0.008 
"42003","E555","4293.00","4","Allegheny PA","ROSS TWP WD 04 DIST 03*",952,0.99,1 
"42003","E565","4293.00","1","Allegheny PA","ROSS TWP WD 04 DIST 04*",883,1,0.45 
"42003","E575","4294.00","2","Allegheny PA","ROSS TWP WD 05 DIST 01*",799,1,0.473 
"42003","E585","4294.00","1","Allegheny PA","ROSS TWP WD 05 DIST 02*",533,1,0.906 
"42003","E595","4293.00","1","Allegheny PA","ROSS TWP WD 05 DIST 03*",613,0.557,0.312 
"42003","E595","4293.00","2","Allegheny PA","ROSS TWP WD 05 DIST 03*",487,0.443,0.345 
"42003","E605","4293.00","2","Allegheny PA","ROSS TWP WD 05 DIST 04*",926,1,0.655 
"42003","E615","4296.00","1","Allegheny PA","ROSS TWP WD 06 DIST 01*",704,1,0.29 
"42003","E625","4296.00","1","Allegheny PA","ROSS TWP WD 06 DIST 02*",1244,1,0.512 
"42003","E635","4296.00","2","Allegheny PA","ROSS TWP WD 06 DIST 03*",999,1,1 
"42003","E645","4297.00","2","Allegheny PA","ROSS TWP WD 06 DIST 04*",774,1,0.868 
"42003","E655","4291.00","1","Allegheny PA","ROSS TWP WD 07 DIST 01*",687,0.916,0.608 
"42003","E655","4292.02","2","Allegheny PA","ROSS TWP WD 07 DIST 01*",63,0.084,0.047 
"42003","E665","4291.00","2","Allegheny PA","ROSS TWP WD 07 DIST 02",802,1,0.581 
"42003","E675","4291.00","2","Allegheny PA","ROSS TWP WD 07 DIST 03*",140,0.151,0.101 
"42003","E675","4297.00","1","Allegheny PA","ROSS TWP WD 07 DIST 03*",785,0.849,0.531 
"42003","E685","4297.00","1","Allegheny PA","ROSS TWP WD 07 DIST 04*",694,0.855,0.469 
"42003","E685","4297.00","2","Allegheny PA","ROSS TWP WD 07 DIST 04*",118,0.145,0.132 
"42003","E695","4295.00","1","Allegheny PA","ROSS TWP WD 08 DIST 01*",429,0.204,0.23 
"42003","E695","4295.00","2","Allegheny PA","ROSS TWP WD 08 DIST 01*",1679,0.796,0.992 
"42003","E705","4295.00","1","Allegheny PA","ROSS TWP WD 08 DIST 02*",659,1,0.353 
"42003","E715","4295.00","2","Allegheny PA","ROSS TWP WD 08 DIST 03*",13,0.019,0.008 
"42003","E715","4295.00","3","Allegheny PA","ROSS TWP WD 08 DIST 03*",654,0.981,1 
"42003","E725","4292.01","1","Allegheny PA","ROSS TWP WD 09 DIST 01*",1015,1,0.537 
"42003","E735","4293.00","1","Allegheny PA","ROSS TWP WD 09 DIST 02*",467,0.359,0.238 
"42003","E735","4294.00","1","Allegheny PA","ROSS TWP WD 09 DIST 02*",55,0.042,0.094 
"42003","E735","4295.00","1","Allegheny PA","ROSS TWP WD 09 DIST 02*",778,0.598,0.417 
"42003","E745","4292.01","1","Allegheny PA","ROSS TWP WD 09 DIST 03",602,0.598,0.319 
"42003","E745","4292.01","2","Allegheny PA","ROSS TWP WD 09 DIST 03",404,0.402,0.167 
"42003","E770","5641.00","1","Allegheny PA","ROSSLYN FARMS Voting District*",427,1,1 
"42003","E780","4706.00","1","Allegheny PA","SCOTT TWP WD 01 DIST 01*",462,0.554,0.279 
"42003","E780","4706.00","2","Allegheny PA","SCOTT TWP WD 01 DIST 01*",372,0.446,0.512 
"42003","E791","4706.00","1","Allegheny PA","SCOTT TWP WD 01 DIST 02*",68,0.06,0.041 
"42003","E791","4706.00","2","Allegheny PA","SCOTT TWP WD 01 DIST 02*",354,0.31,0.488 
"42003","E791","4706.00","3","Allegheny PA","SCOTT TWP WD 01 DIST 02*",720,0.63,1 
"42003","E810","4703.00","1","Allegheny PA","SCOTT TWP WD 02 DIST 01*",693,1,0.428 
"42003","E815","4703.00","1","Allegheny PA","SCOTT TWP WD 02 DIST 02*",842,0.987,0.519 
"42003","E815","4703.00","2","Allegheny PA","SCOTT TWP WD 02 DIST 02*",11,0.013,0.005 
"42003","E841","4704.00","3","Allegheny PA","SCOTT TWP WD 03 DIST 01",750,1,0.532 
"42003","E850","4703.00","2","Allegheny PA","SCOTT TWP WD 03 DIST 02",262,0.244,0.113 
"42003","E850","4704.00","1","Allegheny PA","SCOTT TWP WD 03 DIST 02",152,0.142,0.164 
"42003","E850","4704.00","3","Allegheny PA","SCOTT TWP WD 03 DIST 02",659,0.614,0.467 
"42003","E870","4703.00","2","Allegheny PA","SCOTT TWP WD 04 DIST 01",253,0.261,0.109 
"42003","E870","4704.00","1","Allegheny PA","SCOTT TWP WD 04 DIST 01",718,0.739,0.776 
"42003","E880","4704.00","1","Allegheny PA","SCOTT TWP WD 04 DIST 02*",55,0.07,0.059 
"42003","E880","4704.00","2","Allegheny PA","SCOTT TWP WD 04 DIST 02*",728,0.93,1 
"42003","E891","4703.00","1","Allegheny PA","SCOTT TWP WD 05 DIST 01*",86,0.094,0.053 
"42003","E891","4704.00","3","Allegheny PA","SCOTT TWP WD 05 DIST 01*",1,0.001,0.001 
"42003","E891","4706.00","1","Allegheny PA","SCOTT TWP WD 05 DIST 01*",832,0.905,0.502 
"42003","E901","4705.02","2","Allegheny PA","SCOTT TWP WD 05 DIST 02",460,0.609,0.31 
"42003","E901","4706.00","1","Allegheny PA","SCOTT TWP WD 05 DIST 02",295,0.391,0.178 
"42003","E931","4705.02","1","Allegheny PA","SCOTT TWP WD 06 DIST 02*",1016,1,0.684 
"42003","E940","4705.01","1","Allegheny PA","SCOTT TWP WD 06 DIST 01",3,0.003,0.001 
"42003","E940","4705.01","2","Allegheny PA","SCOTT TWP WD 06 DIST 01",515,0.521,0.354 
"42003","E940","4705.02","1","Allegheny PA","SCOTT TWP WD 06 DIST 01",470,0.476,0.316 
"42003","E950","4705.01","1","Allegheny PA","SCOTT TWP WD 07 DIST 01",99,0.09,0.04 
"42003","E950","4705.01","2","Allegheny PA","SCOTT TWP WD 07 DIST 01",899,0.82,0.618 
"42003","E950","4705.02","2","Allegheny PA","SCOTT TWP WD 07 DIST 01",99,0.09,0.067 
"42003","E960","4705.02","2","Allegheny PA","SCOTT TWP WD 07 DIST 02",926,1,0.624 
"42003","E970","4703.00","2","Allegheny PA","SCOTT TWP WD 08 DIST 01*",707,1,0.306 
"42003","E980","4703.00","2","Allegheny PA","SCOTT TWP WD 08 DIST 02",1079,1,0.467 
"42003","E990","4705.01","1","Allegheny PA","SCOTT TWP WD 09 DIST 01",1623,1,0.649 
"42003","F000","4705.01","1","Allegheny PA","SCOTT TWP WD 09 DIST 02",775,0.951,0.31 
"42003","F000","4705.01","2","Allegheny PA","SCOTT TWP WD 09 DIST 02",40,0.049,0.028 
"42003","F010","4455.00","1","Allegheny PA","SEWICKLEY WD 01*",1091,0.851,1 
"42003","F010","4455.00","2","Allegheny PA","SEWICKLEY WD 01*",86,0.067,0.052 
"42003","F010","4455.00","3","Allegheny PA","SEWICKLEY WD 01*",105,0.082,0.096 
"42003","F020","4455.00","2","Allegheny PA","SEWICKLEY WD 02 DIST 01*",596,1,0.363 
