"county","vtd","tract","bg","cntyname","vtdname","pop10","afact","AFACT2"
"county","vtd","2010 Tract","bg","cntyname","Voting District Name","Total Pop, 2010 census","vtd to bg alloc factor","bg to vtd alloc factor"
"42101","4524","0379.00","6","Philadelphia PA","PHILADELPHIA WD 45 PCT 24*",692,0.561,0.619 
"42101","4524","0382.00","1","Philadelphia PA","PHILADELPHIA WD 45 PCT 24*",10,0.008,0.013 
"42101","4525","0183.00","1","Philadelphia PA","PHILADELPHIA WD 45 PCT 25",519,0.592,0.817 
"42101","4525","0183.00","4","Philadelphia PA","PHILADELPHIA WD 45 PCT 25",358,0.408,0.472 
"42101","4601","0079.00","2","Philadelphia PA","PHILADELPHIA WD 46 PCT 01*",977,1,0.731 
"42101","4602","0079.00","3","Philadelphia PA","PHILADELPHIA WD 46 PCT 02*",373,0.53,0.324 
"42101","4602","0079.00","4","Philadelphia PA","PHILADELPHIA WD 46 PCT 02*",170,0.241,0.156 
"42101","4602","0080.00","1","Philadelphia PA","PHILADELPHIA WD 46 PCT 02*",161,0.229,0.157 
"42101","4603","0080.00","1","Philadelphia PA","PHILADELPHIA WD 46 PCT 03*",541,0.637,0.528 
"42101","4603","0080.00","2","Philadelphia PA","PHILADELPHIA WD 46 PCT 03*",308,0.363,0.331 
"42101","4604","0080.00","4","Philadelphia PA","PHILADELPHIA WD 46 PCT 04*",680,1,0.551 
"42101","4605","0081.02","4","Philadelphia PA","PHILADELPHIA WD 46 PCT 05*",732,1,0.462 
"42101","4606","0081.02","2","Philadelphia PA","PHILADELPHIA WD 46 PCT 06*",933,1,1 
"42101","4607","0079.00","4","Philadelphia PA","PHILADELPHIA WD 46 PCT 07*",617,0.804,0.567 
"42101","4607","0086.01","1","Philadelphia PA","PHILADELPHIA WD 46 PCT 07*",150,0.196,0.147 
"42101","4608","0078.00","1","Philadelphia PA","PHILADELPHIA WD 46 PCT 08*",781,0.643,0.802 
"42101","4608","0078.00","2","Philadelphia PA","PHILADELPHIA WD 46 PCT 08*",434,0.357,0.87 
"42101","4609","0079.00","3","Philadelphia PA","PHILADELPHIA WD 46 PCT 09*",779,1,0.676 
"42101","4610","0080.00","2","Philadelphia PA","PHILADELPHIA WD 46 PCT 10*",622,1,0.669 
"42101","4611","0080.00","3","Philadelphia PA","PHILADELPHIA WD 46 PCT 11*",762,1,1 
"42101","4612","0081.02","4","Philadelphia PA","PHILADELPHIA WD 46 PCT 12*",852,1,0.538 
"42101","4613","0081.01","1","Philadelphia PA","PHILADELPHIA WD 46 PCT 13*",700,1,0.657 
"42101","4614","0081.01","3","Philadelphia PA","PHILADELPHIA WD 46 PCT 14*",235,0.37,0.413 
"42101","4614","0081.02","1","Philadelphia PA","PHILADELPHIA WD 46 PCT 14*",400,0.63,0.474 
"42101","4615","0081.01","3","Philadelphia PA","PHILADELPHIA WD 46 PCT 15*",334,0.429,0.587 
"42101","4615","0081.02","1","Philadelphia PA","PHILADELPHIA WD 46 PCT 15*",444,0.571,0.526 
"42101","4616","0078.00","1","Philadelphia PA","PHILADELPHIA WD 46 PCT 16*",193,0.173,0.198 
"42101","4616","0078.00","5","Philadelphia PA","PHILADELPHIA WD 46 PCT 16*",921,0.827,0.833 
"42101","4617","0078.00","4","Philadelphia PA","PHILADELPHIA WD 46 PCT 17*",862,0.824,1 
"42101","4617","0078.00","5","Philadelphia PA","PHILADELPHIA WD 46 PCT 17*",184,0.176,0.167 
"42101","4618","0079.00","1","Philadelphia PA","PHILADELPHIA WD 46 PCT 18*",437,0.549,0.447 
"42101","4618","0079.00","2","Philadelphia PA","PHILADELPHIA WD 46 PCT 18*",359,0.451,0.269 
"42101","4619","0079.00","1","Philadelphia PA","PHILADELPHIA WD 46 PCT 19*",540,0.497,0.553 
"42101","4619","0086.01","1","Philadelphia PA","PHILADELPHIA WD 46 PCT 19*",202,0.186,0.198 
"42101","4619","0086.01","2","Philadelphia PA","PHILADELPHIA WD 46 PCT 19*",345,0.317,0.179 
"42101","4620","0081.01","1","Philadelphia PA","PHILADELPHIA WD 46 PCT 20*",366,0.443,0.343 
"42101","4620","0081.01","2","Philadelphia PA","PHILADELPHIA WD 46 PCT 20*",460,0.557,0.41 
"42101","4621","0081.01","2","Philadelphia PA","PHILADELPHIA WD 46 PCT 21*",663,1,0.59 
"42101","4622","0086.01","1","Philadelphia PA","PHILADELPHIA WD 46 PCT 22*",149,0.111,0.146 
"42101","4622","0086.01","2","Philadelphia PA","PHILADELPHIA WD 46 PCT 22*",444,0.33,0.23 
"42101","4622","0086.02","2","Philadelphia PA","PHILADELPHIA WD 46 PCT 22*",751,0.559,0.611 
"42101","4623","0086.01","2","Philadelphia PA","PHILADELPHIA WD 46 PCT 23*",1138,1,0.591 
"42101","4701","0140.00","1","Philadelphia PA","PHILADELPHIA WD 47 PCT 01*",657,1,0.49 
"42101","4702","0140.00","1","Philadelphia PA","PHILADELPHIA WD 47 PCT 02*",211,0.345,0.157 
"42101","4702","0140.00","3","Philadelphia PA","PHILADELPHIA WD 47 PCT 02*",401,0.655,0.392 
"42101","4703","0140.00","3","Philadelphia PA","PHILADELPHIA WD 47 PCT 03*",474,0.458,0.463 
"42101","4703","0147.00","2","Philadelphia PA","PHILADELPHIA WD 47 PCT 03*",562,0.542,0.2 
"42101","4704","0140.00","1","Philadelphia PA","PHILADELPHIA WD 47 PCT 04*",55,0.2,0.041 
"42101","4704","0140.00","2","Philadelphia PA","PHILADELPHIA WD 47 PCT 04*",220,0.8,0.34 
"42101","4705","0140.00","2","Philadelphia PA","PHILADELPHIA WD 47 PCT 05*",402,0.731,0.621 
"42101","4705","0140.00","3","Philadelphia PA","PHILADELPHIA WD 47 PCT 05*",148,0.269,0.145 
"42101","4706","0147.00","1","Philadelphia PA","PHILADELPHIA WD 47 PCT 06*",340,0.476,0.302 
"42101","4706","0147.00","2","Philadelphia PA","PHILADELPHIA WD 47 PCT 06*",375,0.524,0.133 
"42101","4707","0147.00","1","Philadelphia PA","PHILADELPHIA WD 47 PCT 07*",112,0.255,0.099 
"42101","4707","0147.00","2","Philadelphia PA","PHILADELPHIA WD 47 PCT 07*",289,0.658,0.103 
"42101","4707","0148.00","1","Philadelphia PA","PHILADELPHIA WD 47 PCT 07*",38,0.087,0.048 
"42101","4708","0147.00","1","Philadelphia PA","PHILADELPHIA WD 47 PCT 08*",674,1,0.599 
"42101","4709","0148.00","1","Philadelphia PA","PHILADELPHIA WD 47 PCT 09*",388,1,0.494 
"42101","4710","0139.00","2","Philadelphia PA","PHILADELPHIA WD 47 PCT 10*",3,0.009,0.003 
"42101","4710","0140.00","1","Philadelphia PA","PHILADELPHIA WD 47 PCT 10*",289,0.912,0.216 
"42101","4710","0140.00","2","Philadelphia PA","PHILADELPHIA WD 47 PCT 10*",25,0.079,0.039 
"42101","4711","0148.00","1","Philadelphia PA","PHILADELPHIA WD 47 PCT 11*",255,0.743,0.325 
"42101","4711","0149.00","1","Philadelphia PA","PHILADELPHIA WD 47 PCT 11*",88,0.257,0.126 
"42101","4712","0147.00","2","Philadelphia PA","PHILADELPHIA WD 47 PCT 12*",1587,1,0.564 
"42101","4713","0139.00","2","Philadelphia PA","PHILADELPHIA WD 47 PCT 13*",157,0.551,0.151 
"42101","4713","0140.00","1","Philadelphia PA","PHILADELPHIA WD 47 PCT 13*",128,0.449,0.096 
"42101","4714","0139.00","2","Philadelphia PA","PHILADELPHIA WD 47 PCT 14*",234,0.876,0.225 
"42101","4714","0148.00","1","Philadelphia PA","PHILADELPHIA WD 47 PCT 14*",33,0.124,0.042 
"42101","4801","0037.01","1","Philadelphia PA","PHILADELPHIA WD 48 PCT 01*",273,0.291,0.227 
"42101","4801","0037.01","2","Philadelphia PA","PHILADELPHIA WD 48 PCT 01*",527,0.561,0.505 
"42101","4801","0037.02","1","Philadelphia PA","PHILADELPHIA WD 48 PCT 01*",139,0.148,0.088 
"42101","4802","0037.01","1","Philadelphia PA","PHILADELPHIA WD 48 PCT 02*",701,0.846,0.584 
"42101","4802","0037.01","5","Philadelphia PA","PHILADELPHIA WD 48 PCT 02*",128,0.154,0.13 
"42101","4803","0037.01","4","Philadelphia PA","PHILADELPHIA WD 48 PCT 03*",90,0.095,0.065 
"42101","4803","0037.01","5","Philadelphia PA","PHILADELPHIA WD 48 PCT 03*",856,0.905,0.87 
"42101","4804","0036.00","1","Philadelphia PA","PHILADELPHIA WD 48 PCT 04*",150,0.167,0.078 
"42101","4804","0037.01","3","Philadelphia PA","PHILADELPHIA WD 48 PCT 04*",138,0.154,0.069 
"42101","4804","0037.01","4","Philadelphia PA","PHILADELPHIA WD 48 PCT 04*",608,0.679,0.44 
"42101","4805","0037.01","1","Philadelphia PA","PHILADELPHIA WD 48 PCT 05*",227,0.305,0.189 
"42101","4805","0037.01","2","Philadelphia PA","PHILADELPHIA WD 48 PCT 05*",517,0.695,0.495 
"42101","4806","0037.01","3","Philadelphia PA","PHILADELPHIA WD 48 PCT 06*",754,1,0.378 
"42101","4807","0036.00","1","Philadelphia PA","PHILADELPHIA WD 48 PCT 07*",560,0.657,0.291 
"42101","4807","0036.00","4","Philadelphia PA","PHILADELPHIA WD 48 PCT 07*",292,0.343,0.232 
"42101","4808","0037.01","3","Philadelphia PA","PHILADELPHIA WD 48 PCT 08*",970,1,0.486 
"42101","4809","0037.01","3","Philadelphia PA","PHILADELPHIA WD 48 PCT 09*",135,0.165,0.068 
"42101","4809","0037.01","4","Philadelphia PA","PHILADELPHIA WD 48 PCT 09*",685,0.835,0.495 
"42101","4810","0036.00","1","Philadelphia PA","PHILADELPHIA WD 48 PCT 10*",149,0.201,0.077 
"42101","4810","0036.00","2","Philadelphia PA","PHILADELPHIA WD 48 PCT 10*",199,0.268,0.172 
"42101","4810","0036.00","3","Philadelphia PA","PHILADELPHIA WD 48 PCT 10*",392,0.528,0.164 
"42101","4810","9809.00","1","Philadelphia PA","PHILADELPHIA WD 48 PCT 10*",2,0.003,0.067 
"42101","4811","0036.00","2","Philadelphia PA","PHILADELPHIA WD 48 PCT 11*",622,1,0.538 
"42101","4812","0037.02","1","Philadelphia PA","PHILADELPHIA WD 48 PCT 12*",430,0.43,0.272 
"42101","4812","0037.02","2","Philadelphia PA","PHILADELPHIA WD 48 PCT 12*",569,0.57,0.387 
"42101","4813","0039.01","4","Philadelphia PA","PHILADELPHIA WD 48 PCT 13*",1181,1,0.747 
"42101","4814","0039.01","1","Philadelphia PA","PHILADELPHIA WD 48 PCT 14*",678,0.817,0.494 
"42101","4814","0039.01","4","Philadelphia PA","PHILADELPHIA WD 48 PCT 14*",152,0.183,0.096 
"42101","4815","0037.02","2","Philadelphia PA","PHILADELPHIA WD 48 PCT 15*",903,1,0.613 
"42101","4816","0036.00","3","Philadelphia PA","PHILADELPHIA WD 48 PCT 16*",247,0.275,0.104 
"42101","4816","0037.02","3","Philadelphia PA","PHILADELPHIA WD 48 PCT 16*",652,0.725,1 
"42101","4817","0037.02","1","Philadelphia PA","PHILADELPHIA WD 48 PCT 17*",1014,1,0.641 
"42101","4818","0030.01","3","Philadelphia PA","PHILADELPHIA WD 48 PCT 18*",212,0.25,0.192 
"42101","4818","0030.01","4","Philadelphia PA","PHILADELPHIA WD 48 PCT 18*",636,0.75,0.502 
"42101","4819","0036.00","1","Philadelphia PA","PHILADELPHIA WD 48 PCT 19*",848,1,0.441 
"42101","4820","0030.01","2","Philadelphia PA","PHILADELPHIA WD 48 PCT 20*",543,0.649,0.698 
"42101","4820","0030.01","3","Philadelphia PA","PHILADELPHIA WD 48 PCT 20*",294,0.351,0.266 
"42101","4821","0036.00","3","Philadelphia PA","PHILADELPHIA WD 48 PCT 21*",1746,1,0.732 
"42101","4822","0036.00","1","Philadelphia PA","PHILADELPHIA WD 48 PCT 22*",216,0.342,0.112 
"42101","4822","0036.00","2","Philadelphia PA","PHILADELPHIA WD 48 PCT 22*",336,0.532,0.29 
"42101","4822","0036.00","4","Philadelphia PA","PHILADELPHIA WD 48 PCT 22*",80,0.127,0.064 
"42101","4823","0036.00","4","Philadelphia PA","PHILADELPHIA WD 48 PCT 23*",886,1,0.704 
"42101","4901","0284.00","4","Philadelphia PA","PHILADELPHIA WD 49 PCT 01*",797,0.691,1 
"42101","4901","0287.00","1","Philadelphia PA","PHILADELPHIA WD 49 PCT 01*",357,0.309,0.242 
"42101","4902","0284.00","3","Philadelphia PA","PHILADELPHIA WD 49 PCT 02*",187,1,0.181 
"42101","4904","0283.00","4","Philadelphia PA","PHILADELPHIA WD 49 PCT 04*",820,1,0.501 
"42101","4905","0204.00","3","Philadelphia PA","PHILADELPHIA WD 49 PCT 05*",242,0.219,0.251 
"42101","4905","0283.00","3","Philadelphia PA","PHILADELPHIA WD 49 PCT 05*",551,0.498,0.83 
"42101","4905","0283.00","4","Philadelphia PA","PHILADELPHIA WD 49 PCT 05*",314,0.284,0.192 
"42101","4906","0283.00","4","Philadelphia PA","PHILADELPHIA WD 49 PCT 06*",8,1,0.005 
"42101","4907","0276.00","1","Philadelphia PA","PHILADELPHIA WD 49 PCT 07*",1,0.001,0.001 
"42101","4907","0276.00","2","Philadelphia PA","PHILADELPHIA WD 49 PCT 07*",601,0.57,1 
"42101","4907","0276.00","3","Philadelphia PA","PHILADELPHIA WD 49 PCT 07*",453,0.429,0.466 
"42101","4908","0268.00","4","Philadelphia PA","PHILADELPHIA WD 49 PCT 08*",748,0.702,0.6 
"42101","4908","0270.00","2","Philadelphia PA","PHILADELPHIA WD 49 PCT 08*",317,0.298,0.205 
"42101","4909","0285.00","1","Philadelphia PA","PHILADELPHIA WD 49 PCT 09*",2148,1,0.904 
"42101","4910","0283.00","1","Philadelphia PA","PHILADELPHIA WD 49 PCT 10*",516,0.468,0.664 
"42101","4910","0284.00","1","Philadelphia PA","PHILADELPHIA WD 49 PCT 10*",586,0.532,0.454 
"42101","4911","0283.00","3","Philadelphia PA","PHILADELPHIA WD 49 PCT 11*",113,0.108,0.17 
"42101","4911","0283.00","4","Philadelphia PA","PHILADELPHIA WD 49 PCT 11*",121,0.116,0.074 
"42101","4911","0283.00","5","Philadelphia PA","PHILADELPHIA WD 49 PCT 11*",300,0.287,0.312 
"42101","4911","0283.00","7","Philadelphia PA","PHILADELPHIA WD 49 PCT 11*",513,0.49,0.793 
"42101","4912","0283.00","2","Philadelphia PA","PHILADELPHIA WD 49 PCT 12*",142,0.121,0.201 
"42101","4912","0283.00","4","Philadelphia PA","PHILADELPHIA WD 49 PCT 12*",374,0.317,0.228 
"42101","4912","0283.00","5","Philadelphia PA","PHILADELPHIA WD 49 PCT 12*",662,0.562,0.688 
"42101","4913","0284.00","3","Philadelphia PA","PHILADELPHIA WD 49 PCT 13*",281,0.553,0.272 
"42101","4913","0285.00","1","Philadelphia PA","PHILADELPHIA WD 49 PCT 13*",227,0.447,0.096 
"42101","4914","0284.00","2","Philadelphia PA","PHILADELPHIA WD 49 PCT 14*",546,0.593,0.565 
"42101","4914","0284.00","3","Philadelphia PA","PHILADELPHIA WD 49 PCT 14*",375,0.407,0.363 
"42101","4915","0283.00","2","Philadelphia PA","PHILADELPHIA WD 49 PCT 15*",565,0.635,0.799 
"42101","4915","0284.00","2","Philadelphia PA","PHILADELPHIA WD 49 PCT 15*",136,0.153,0.141 
"42101","4915","0284.00","3","Philadelphia PA","PHILADELPHIA WD 49 PCT 15*",189,0.212,0.183 
"42101","4916","0282.00","2","Philadelphia PA","PHILADELPHIA WD 49 PCT 16*",98,0.11,0.055 
"42101","4916","0282.00","3","Philadelphia PA","PHILADELPHIA WD 49 PCT 16*",795,0.89,0.351 
"42101","4917","0282.00","1","Philadelphia PA","PHILADELPHIA WD 49 PCT 17*",12,0.01,0.014 
"42101","4917","0283.00","1","Philadelphia PA","PHILADELPHIA WD 49 PCT 17*",261,0.22,0.336 
"42101","4917","0283.00","6","Philadelphia PA","PHILADELPHIA WD 49 PCT 17*",779,0.657,1 
"42101","4917","0283.00","7","Philadelphia PA","PHILADELPHIA WD 49 PCT 17*",134,0.113,0.207 
"42101","4918","0270.00","2","Philadelphia PA","PHILADELPHIA WD 49 PCT 18*",971,1,0.629 
"42101","4919","0282.00","2","Philadelphia PA","PHILADELPHIA WD 49 PCT 19*",69,0.065,0.039 
"42101","4919","0284.00","1","Philadelphia PA","PHILADELPHIA WD 49 PCT 19*",704,0.666,0.546 
"42101","4919","0284.00","2","Philadelphia PA","PHILADELPHIA WD 49 PCT 19*",284,0.269,0.294 
"42101","4920","0276.00","3","Philadelphia PA","PHILADELPHIA WD 49 PCT 20*",442,0.445,0.455 
"42101","4920","0276.00","4","Philadelphia PA","PHILADELPHIA WD 49 PCT 20*",552,0.555,0.636 
"42101","4921","0282.00","1","Philadelphia PA","PHILADELPHIA WD 49 PCT 21*",734,0.54,0.848 
"42101","4921","0282.00","3","Philadelphia PA","PHILADELPHIA WD 49 PCT 21*",626,0.46,0.276 
"42101","4922","0282.00","1","Philadelphia PA","PHILADELPHIA WD 49 PCT 22*",120,0.088,0.139 
"42101","4922","0282.00","2","Philadelphia PA","PHILADELPHIA WD 49 PCT 22*",1240,0.912,0.702 
"42101","4923","0282.00","2","Philadelphia PA","PHILADELPHIA WD 49 PCT 23*",359,0.298,0.203 
"42101","4923","0282.00","3","Philadelphia PA","PHILADELPHIA WD 49 PCT 23*",846,0.702,0.373 
"42101","4924","0276.00","1","Philadelphia PA","PHILADELPHIA WD 49 PCT 24*",1158,0.747,0.999 
"42101","4924","0276.00","3","Philadelphia PA","PHILADELPHIA WD 49 PCT 24*",77,0.05,0.079 
"42101","4924","0276.00","4","Philadelphia PA","PHILADELPHIA WD 49 PCT 24*",316,0.204,0.364 
"42101","4925","0268.00","4","Philadelphia PA","PHILADELPHIA WD 49 PCT 25*",498,0.66,0.4 
"42101","4925","0270.00","2","Philadelphia PA","PHILADELPHIA WD 49 PCT 25*",256,0.34,0.166 
"42101","5001","0259.00","1","Philadelphia PA","PHILADELPHIA WD 50 PCT 01*",69,0.098,0.094 
"42101","5001","0259.00","5","Philadelphia PA","PHILADELPHIA WD 50 PCT 01*",638,0.902,0.648 
"42101","5002","0260.00","3","Philadelphia PA","PHILADELPHIA WD 50 PCT 02*",169,0.208,0.145 
"42101","5002","0261.00","1","Philadelphia PA","PHILADELPHIA WD 50 PCT 02*",72,0.089,0.069 
"42101","5002","0261.00","3","Philadelphia PA","PHILADELPHIA WD 50 PCT 02*",572,0.704,0.446 
"42101","5003","0260.00","1","Philadelphia PA","PHILADELPHIA WD 50 PCT 03*",323,0.31,0.41 
"42101","5003","0260.00","2","Philadelphia PA","PHILADELPHIA WD 50 PCT 03*",565,0.542,0.678 
"42101","5003","0260.00","3","Philadelphia PA","PHILADELPHIA WD 50 PCT 03*",154,0.148,0.132 
"42101","5004","0259.00","3","Philadelphia PA","PHILADELPHIA WD 50 PCT 04*",567,0.633,0.715 
"42101","5004","0259.00","4","Philadelphia PA","PHILADELPHIA WD 50 PCT 04*",329,0.367,0.332 
"42101","5005","0261.00","1","Philadelphia PA","PHILADELPHIA WD 50 PCT 05*",389,0.501,0.37 
"42101","5005","0261.00","2","Philadelphia PA","PHILADELPHIA WD 50 PCT 05*",388,0.499,0.587 
"42101","5006","0262.00","3","Philadelphia PA","PHILADELPHIA WD 50 PCT 06*",379,0.519,0.313 
"42101","5006","0262.00","4","Philadelphia PA","PHILADELPHIA WD 50 PCT 06*",351,0.481,0.276 
"42101","5007","0261.00","1","Philadelphia PA","PHILADELPHIA WD 50 PCT 07*",185,0.198,0.176 
"42101","5007","0261.00","2","Philadelphia PA","PHILADELPHIA WD 50 PCT 07*",38,0.041,0.057 
"42101","5007","0261.00","3","Philadelphia PA","PHILADELPHIA WD 50 PCT 07*",711,0.761,0.554 
"42101","5008","0262.00","1","Philadelphia PA","PHILADELPHIA WD 50 PCT 08*",106,0.114,0.161 
"42101","5008","0262.00","2","Philadelphia PA","PHILADELPHIA WD 50 PCT 08*",125,0.134,0.135 
"42101","5008","0263.01","4","Philadelphia PA","PHILADELPHIA WD 50 PCT 08*",702,0.752,1 
"42101","5009","0258.00","1","Philadelphia PA","PHILADELPHIA WD 50 PCT 09*",730,0.889,0.434 
"42101","5009","0261.00","2","Philadelphia PA","PHILADELPHIA WD 50 PCT 09*",91,0.111,0.138 
"42101","5010","0259.00","1","Philadelphia PA","PHILADELPHIA WD 50 PCT 10*",404,0.519,0.551 
"42101","5010","0260.00","1","Philadelphia PA","PHILADELPHIA WD 50 PCT 10*",374,0.481,0.475 
"42101","5011","0262.00","3","Philadelphia PA","PHILADELPHIA WD 50 PCT 11",548,0.934,0.453 
"42101","5011","0262.00","4","Philadelphia PA","PHILADELPHIA WD 50 PCT 11",39,0.066,0.031 
"42101","5012","0260.00","2","Philadelphia PA","PHILADELPHIA WD 50 PCT 12*",184,0.279,0.221 
"42101","5012","0260.00","3","Philadelphia PA","PHILADELPHIA WD 50 PCT 12*",70,0.106,0.06 
"42101","5012","0261.00","1","Philadelphia PA","PHILADELPHIA WD 50 PCT 12*",405,0.615,0.385 
"42101","5013","0263.01","3","Philadelphia PA","PHILADELPHIA WD 50 PCT 13*",713,1,0.751 
"42101","5014","0260.00","1","Philadelphia PA","PHILADELPHIA WD 50 PCT 14*",32,0.046,0.041 
"42101","5014","0260.00","2","Philadelphia PA","PHILADELPHIA WD 50 PCT 14*",84,0.121,0.101 
"42101","5014","0263.01","1","Philadelphia PA","PHILADELPHIA WD 50 PCT 14*",577,0.833,0.456 
"42101","5015","0262.00","2","Philadelphia PA","PHILADELPHIA WD 50 PCT 15*",586,0.75,0.632 
"42101","5015","0263.01","1","Philadelphia PA","PHILADELPHIA WD 50 PCT 15*",195,0.25,0.154 
"42101","5016","0263.02","1","Philadelphia PA","PHILADELPHIA WD 50 PCT 16*",1065,1,0.727 
"42101","5017","0259.00","1","Philadelphia PA","PHILADELPHIA WD 50 PCT 17*",260,0.301,0.355 
"42101","5017","0259.00","6","Philadelphia PA","PHILADELPHIA WD 50 PCT 17*",545,0.632,1 
"42101","5017","0260.00","1","Philadelphia PA","PHILADELPHIA WD 50 PCT 17*",58,0.067,0.074 
"42101","5018","0260.00","3","Philadelphia PA","PHILADELPHIA WD 50 PCT 18*",775,1,0.664 
"42101","5019","0259.00","4","Philadelphia PA","PHILADELPHIA WD 50 PCT 19*",663,0.657,0.668 
"42101","5019","0259.00","5","Philadelphia PA","PHILADELPHIA WD 50 PCT 19*",346,0.343,0.352 
"42101","5020","0263.02","4","Philadelphia PA","PHILADELPHIA WD 50 PCT 20*",879,1,0.456 
"42101","5021","0258.00","1","Philadelphia PA","PHILADELPHIA WD 50 PCT 21*",951,1,0.566 
"42101","5022","0259.00","2","Philadelphia PA","PHILADELPHIA WD 50 PCT 22*",708,0.758,1 
"42101","5022","0259.00","3","Philadelphia PA","PHILADELPHIA WD 50 PCT 22*",226,0.242,0.285 
"42101","5023","0262.00","1","Philadelphia PA","PHILADELPHIA WD 50 PCT 23*",133,0.211,0.202 
"42101","5023","0262.00","2","Philadelphia PA","PHILADELPHIA WD 50 PCT 23*",216,0.342,0.233 
"42101","5023","0262.00","3","Philadelphia PA","PHILADELPHIA WD 50 PCT 23*",282,0.447,0.233 
"42101","5024","0263.02","3","Philadelphia PA","PHILADELPHIA WD 50 PCT 24*",711,0.717,1 
"42101","5024","0263.02","4","Philadelphia PA","PHILADELPHIA WD 50 PCT 24*",281,0.283,0.146 
"42101","5025","0263.01","1","Philadelphia PA","PHILADELPHIA WD 50 PCT 25*",494,0.676,0.39 
"42101","5025","0263.01","3","Philadelphia PA","PHILADELPHIA WD 50 PCT 25*",237,0.324,0.249 
"42101","5026","0263.02","1","Philadelphia PA","PHILADELPHIA WD 50 PCT 26*",399,0.482,0.273 
"42101","5026","0263.02","2","Philadelphia PA","PHILADELPHIA WD 50 PCT 26*",428,0.518,0.31 
"42101","5027","0261.00","2","Philadelphia PA","PHILADELPHIA WD 50 PCT 27",144,0.205,0.218 
"42101","5027","0262.00","4","Philadelphia PA","PHILADELPHIA WD 50 PCT 27",560,0.795,0.44 
"42101","5028","0263.02","2","Philadelphia PA","PHILADELPHIA WD 50 PCT 28*",951,1,0.69 
"42101","5029","0263.01","2","Philadelphia PA","PHILADELPHIA WD 50 PCT 29*",922,1,1 
"42101","5030","0263.02","4","Philadelphia PA","PHILADELPHIA WD 50 PCT 30*",766,1,0.398 
"42101","5101","0072.00","6","Philadelphia PA","PHILADELPHIA WD 51 PCT 01*",670,1,0.686 
"42101","5102","0073.00","1","Philadelphia PA","PHILADELPHIA WD 51 PCT 02*",347,0.554,0.419 
"42101","5102","0073.00","3","Philadelphia PA","PHILADELPHIA WD 51 PCT 02*",279,0.446,0.456 
"42101","5103","0069.00","3","Philadelphia PA","PHILADELPHIA WD 51 PCT 03*",288,0.346,0.444 
"42101","5103","0070.00","5","Philadelphia PA","PHILADELPHIA WD 51 PCT 03*",233,0.28,0.301 
"42101","5103","0074.00","5","Philadelphia PA","PHILADELPHIA WD 51 PCT 03*",311,0.374,0.429 
"42101","5104","0071.02","2","Philadelphia PA","PHILADELPHIA WD 51 PCT 04*",747,1,0.625 
"42101","5105","0073.00","1","Philadelphia PA","PHILADELPHIA WD 51 PCT 05*",481,0.54,0.581 
"42101","5105","0074.00","4","Philadelphia PA","PHILADELPHIA WD 51 PCT 05*",409,0.46,0.287 
"42101","5106","0078.00","2","Philadelphia PA","PHILADELPHIA WD 51 PCT 06*",65,0.081,0.13 
"42101","5106","0078.00","3","Philadelphia PA","PHILADELPHIA WD 51 PCT 06*",737,0.919,1 
"42101","5107","0073.00","2","Philadelphia PA","PHILADELPHIA WD 51 PCT 07*",427,0.63,0.559 
"42101","5107","0074.00","4","Philadelphia PA","PHILADELPHIA WD 51 PCT 07*",251,0.37,0.176 
"42101","5108","0074.00","4","Philadelphia PA","PHILADELPHIA WD 51 PCT 08*",309,0.478,0.217 
"42101","5108","0074.00","5","Philadelphia PA","PHILADELPHIA WD 51 PCT 08*",337,0.522,0.465 
"42101","5109","0070.00","1","Philadelphia PA","PHILADELPHIA WD 51 PCT 09*",654,1,0.709 
"42101","5110","0071.01","2","Philadelphia PA","PHILADELPHIA WD 51 PCT 10*",308,0.499,0.322 
"42101","5110","0071.01","3","Philadelphia PA","PHILADELPHIA WD 51 PCT 10*",309,0.501,0.395 
"42101","5111","0071.01","3","Philadelphia PA","PHILADELPHIA WD 51 PCT 11*",473,0.779,0.605 
"42101","5111","0071.02","3","Philadelphia PA","PHILADELPHIA WD 51 PCT 11*",134,0.221,0.125 
"42101","5112","0071.02","1","Philadelphia PA","PHILADELPHIA WD 51 PCT 12*",381,0.477,0.363 
"42101","5112","0071.02","3","Philadelphia PA","PHILADELPHIA WD 51 PCT 12*",255,0.319,0.239 
"42101","5112","0073.00","2","Philadelphia PA","PHILADELPHIA WD 51 PCT 12*",163,0.204,0.213 
"42101","5113","0071.02","1","Philadelphia PA","PHILADELPHIA WD 51 PCT 13*",390,0.472,0.371 
"42101","5113","0071.02","3","Philadelphia PA","PHILADELPHIA WD 51 PCT 13*",63,0.076,0.059 
"42101","5113","0071.02","4","Philadelphia PA","PHILADELPHIA WD 51 PCT 13*",60,0.073,0.073 
"42101","5113","0073.00","2","Philadelphia PA","PHILADELPHIA WD 51 PCT 13*",174,0.21,0.228 
"42101","5113","0073.00","4","Philadelphia PA","PHILADELPHIA WD 51 PCT 13*",140,0.169,0.158 
"42101","5114","0073.00","3","Philadelphia PA","PHILADELPHIA WD 51 PCT 14*",333,0.38,0.544 
"42101","5114","0073.00","4","Philadelphia PA","PHILADELPHIA WD 51 PCT 14*",543,0.62,0.614 
"42101","5115","0072.00","2","Philadelphia PA","PHILADELPHIA WD 51 PCT 15*",703,0.878,1 
