"county","vtd","cntyname","vtdname","pop10","afact","AFACT2"
"county","vtd","cntyname","Voting District Name","Total Pop, 2010 census","vtd to vtd alloc factor","vtd to vtd alloc factor"
"42013","820","Blair PA","ROARING SPRING PCT 02*",1009,1,1 
"42013","830","Blair PA","ROARING SPRING PCT 03*",816,1,1 
"42013","840","Blair PA","SNYDER TWP DIST 01",1502,1,1 
"42013","850","Blair PA","SNYDER TWP DIST 02",1862,1,1 
"42013","860","Blair PA","TAYLOR TWP*",2465,1,1 
"42013","870","Blair PA","TYRONE TWP DIST 01",890,1,1 
"42013","880","Blair PA","TYRONE TWP DIST 02",995,1,1 
"42013","890","Blair PA","TYRONE WD 01*",1028,1,1 
"42013","900","Blair PA","TYRONE WD 02",834,1,1 
"42013","910","Blair PA","TYRONE WD 03",686,1,1 
"42013","920","Blair PA","TYRONE WD 04",574,1,1 
"42013","930","Blair PA","TYRONE WD 05",754,1,1 
"42013","940","Blair PA","TYRONE WD 06",828,1,1 
"42013","950","Blair PA","TYRONE WD 07*",773,1,1 
"42013","960","Blair PA","WILLIAMSBURG*",1254,1,1 
"42013","970","Blair PA","WOODBURY TWP*",1693,1,1 
"42015","10","Bradford PA","ALBA Voting District*",157,1,1 
"42015","20","Bradford PA","ALBANY TWP Voting District*",911,1,1 
"42015","30","Bradford PA","ARMENIA TWP Voting District*",180,1,1 
"42015","40","Bradford PA","ASYLUM TWP Voting District*",1058,1,1 
"42015","50","Bradford PA","ATHENS TWP DIST 01",2993,1,1 
"42015","60","Bradford PA","ATHENS TWP DIST 02",2258,1,1 
"42015","70","Bradford PA","ATHENS WD 01",619,1,1 
"42015","80","Bradford PA","ATHENS WD 02",687,1,1 
"42015","90","Bradford PA","ATHENS WD 03",1022,1,1 
"42015","100","Bradford PA","ATHENS WD 04",1039,1,1 
"42015","110","Bradford PA","BURLINGTON TWP Voting District*",791,1,1 
"42015","120","Bradford PA","BURLINGTON Voting District*",156,1,1 
"42015","130","Bradford PA","CANTON TWP Voting District*",2143,1,1 
"42015","140","Bradford PA","CANTON Voting District*",1976,1,1 
"42015","150","Bradford PA","COLUMBIA TWP Voting District*",1196,1,1 
"42015","160","Bradford PA","FRANKLIN TWP Voting District*",723,1,1 
"42015","170","Bradford PA","GRANVILLE TWP Voting District*",950,1,1 
"42015","180","Bradford PA","HERRICK TWP Voting District*",754,1,1 
"42015","190","Bradford PA","LERAYSVILLE Voting District*",290,1,1 
"42015","200","Bradford PA","LEROY TWP Voting District*",718,1,1 
"42015","210","Bradford PA","LITCHFIELD TWP Voting District*",1320,1,1 
"42015","220","Bradford PA","MONROE TWP Voting District*",1250,1,1 
"42015","230","Bradford PA","MONROE Voting District*",554,1,1 
"42015","240","Bradford PA","NEW ALBANY Voting District*",356,1,1 
"42015","250","Bradford PA","NORTH TOWANDA TWP Voting District*",1132,1,1 
"42015","260","Bradford PA","ORWELL TWP Voting District*",1159,1,1 
"42015","270","Bradford PA","OVERTON TWP Voting District*",247,1,1 
"42015","280","Bradford PA","PIKE TWP Voting District*",671,1,1 
"42015","290","Bradford PA","RIDGEBURY TWP Voting District*",1978,1,1 
"42015","300","Bradford PA","ROME TWP Voting District*",1191,1,1 
"42015","310","Bradford PA","ROME Voting District*",441,1,1 
"42015","320","Bradford PA","SAYRE WD 01",753,1,1 
"42015","330","Bradford PA","SAYRE WD 02",2342,1,1 
"42015","340","Bradford PA","SAYRE WD 03",610,1,1 
"42015","350","Bradford PA","SAYRE WD 04",1496,1,1 
"42015","360","Bradford PA","SAYRE WD 05*",386,1,1 
"42015","370","Bradford PA","SHESHEQUIN TWP Voting District*",1348,1,1 
"42015","380","Bradford PA","SMITHFIELD TWP Voting District*",1498,1,1 
"42015","390","Bradford PA","SOUTH CREEK TWP Voting District*",1128,1,1 
"42015","400","Bradford PA","SOUTH WAVERLY Voting District*",1027,1,1 
"42015","410","Bradford PA","SPRINGFIELD TWP Voting District*",1124,1,1 
"42015","420","Bradford PA","STANDING STONE TWP Voting District*",642,1,1 
"42015","430","Bradford PA","STEVENS TWP Voting District*",437,1,1 
"42015","440","Bradford PA","SYLVANIA Voting District*",219,1,1 
"42015","450","Bradford PA","TERRY TWP Voting District*",992,1,1 
"42015","460","Bradford PA","TOWANDA TWP Voting District*",1149,1,1 
"42015","470","Bradford PA","TOWANDA WD 01*",759,1,1 
"42015","480","Bradford PA","TOWANDA WD 02*",956,1,1 
"42015","490","Bradford PA","TOWANDA WD 03*",1204,1,1 
"42015","500","Bradford PA","TROY TWP Voting District*",1645,1,1 
"42015","510","Bradford PA","TROY Voting District*",1354,1,1 
"42015","520","Bradford PA","TUSCARORA TWP Voting District*",1131,1,1 
"42015","530","Bradford PA","ULSTER TWP Voting District*",1337,1,1 
"42015","540","Bradford PA","WARREN TWP Voting District*",959,1,1 
"42015","550","Bradford PA","WELLS TWP Voting District*",814,1,1 
"42015","560","Bradford PA","WEST BURLINGTON TWP Voting District*",696,1,1 
"42015","570","Bradford PA","WILMOT TWP Voting District*",1204,1,1 
"42015","580","Bradford PA","WINDHAM TWP Voting District*",933,1,1 
"42015","590","Bradford PA","WYALUSING TWP Voting District*",1242,1,1 
"42015","600","Bradford PA","WYALUSING Voting District*",596,1,1 
"42015","610","Bradford PA","WYSOX TWP Voting District*",1721,1,1 
"42017","10","Bucks PA","BEDMINSTER TWP VTD EAST*",2182,1,1 
"42017","20","Bucks PA","BEDMINSTER TWP VTD WEST*",4392,1,1 
"42017","30","Bucks PA","BENSALEM TWP VTD LOWER EAST DIST 01*",2702,1,1 
"42017","40","Bucks PA","BENSALEM TWP VTD LOWER EAST DIST 02*",2988,1,1 
"42017","50","Bucks PA","BENSALEM TWP VTD LOWER EAST DIST 03*",3709,1,1 
"42017","60","Bucks PA","BENSALEM TWP VTD LOWER EAST DIST 04*",2352,1,1 
"42017","70","Bucks PA","BENSALEM TWP VTD LOWER EAST DIST 05*",3239,1,1 
"42017","80","Bucks PA","BENSALEM TWP VTD LOWER EAST DIST 06*",2032,1,1 
"42017","90","Bucks PA","BENSALEM TWP VTD LOWER EAST DIST 07*",2408,1,1 
"42017","100","Bucks PA","BENSALEM TWP VTD LOWER EAST DIST 08*",1325,1,1 
"42017","110","Bucks PA","BENSALEM TWP VTD LOWER MIDDLE DIST 01",1583,1,1 
"42017","120","Bucks PA","BENSALEM TWP VTD LOWER MIDDLE DIST 02",1389,1,1 
"42017","130","Bucks PA","BENSALEM TWP VTD LOWER MIDDLE DIST 03*",3142,1,1 
"42017","140","Bucks PA","BENSALEM TWP VTD LOWER MIDDLE DIST 04*",1810,1,1 
"42017","150","Bucks PA","BENSALEM TWP VTD LOWER MIDDLE DIST 05*",3033,1,1 
"42017","160","Bucks PA","BENSALEM TWP VTD LOWER WEST DIST 01*",1989,1,1 
"42017","180","Bucks PA","BENSALEM TWP VTD UPPER DIST 01*",2838,1,1 
"42017","190","Bucks PA","BENSALEM TWP VTD UPPER DIST 02*",1284,1,1 
"42017","200","Bucks PA","BENSALEM TWP VTD UPPER DIST 03*",1584,1,1 
"42017","210","Bucks PA","BENSALEM TWP VTD UPPER DIST 04",1562,1,1 
"42017","220","Bucks PA","BENSALEM TWP VTD UPPER DIST 05*",3455,1,1 
"42017","230","Bucks PA","BENSALEM TWP VTD UPPER DIST 06*",1304,1,1 
"42017","240","Bucks PA","BENSALEM TWP VTD UPPER DIST 07",2055,1,1 
"42017","250","Bucks PA","BENSALEM TWP VTD UPPER DIST 08*",2011,1,1 
"42017","260","Bucks PA","BENSALEM TWP VTD UPPER DIST 09*",2179,1,1 
"42017","270","Bucks PA","BENSALEM TWP VTD UPPER DIST 10*",2110,1,1 
"42017","280","Bucks PA","BENSALEM TWP VTD UPPER DIST 11*",2575,1,1 
"42017","285","Bucks PA","BENSALEM TWP VTD UPPER DIST 12*",1563,1,1 
"42017","290","Bucks PA","BENSALEM TWP VTD UPPER WEST",2206,1,1 
"42017","300","Bucks PA","BRIDGETON TWP Voting District*",1277,1,1 
"42017","310","Bucks PA","BRISTOL TWP WD 01 DIST 01*",2249,1,1 
"42017","320","Bucks PA","BRISTOL TWP WD 01 DIST 02*",1515,1,1 
"42017","330","Bucks PA","BRISTOL TWP WD 01 DIST 03*",1871,1,1 
"42017","340","Bucks PA","BRISTOL TWP WD 02 DIST 01*",2302,1,1 
"42017","350","Bucks PA","BRISTOL TWP WD 02 DIST 02*",1075,1,1 
"42017","360","Bucks PA","BRISTOL TWP WD 02 DIST 03",1716,1,1 
"42017","370","Bucks PA","BRISTOL TWP WD 03 DIST 01",1475,1,1 
"42017","380","Bucks PA","BRISTOL TWP WD 03 DIST 02",1895,1,1 
"42017","390","Bucks PA","BRISTOL TWP WD 03 DIST 03*",1220,1,1 
"42017","400","Bucks PA","BRISTOL TWP WD 04 DIST 01",2780,1,1 
"42017","410","Bucks PA","BRISTOL TWP WD 04 DIST 02*",2281,1,1 
"42017","420","Bucks PA","BRISTOL TWP WD 04 DIST 03",1696,1,1 
"42017","430","Bucks PA","BRISTOL TWP WD 05 DIST 01*",1724,1,1 
"42017","440","Bucks PA","BRISTOL TWP WD 05 DIST 02*",2341,1,1 
"42017","470","Bucks PA","BRISTOL TWP WD 06 DIST 01",1476,1,1 
"42017","480","Bucks PA","BRISTOL TWP WD 06 DIST 02",1593,1,1 
"42017","490","Bucks PA","BRISTOL TWP WD 06 DIST 03",1151,1,1 
"42017","500","Bucks PA","BRISTOL TWP WD 07 DIST 01*",2016,1,1 
"42017","510","Bucks PA","BRISTOL TWP WD 07 DIST 02*",2208,1,1 
"42017","530","Bucks PA","BRISTOL TWP WD 08 DIST 01*",2354,1,1 
"42017","540","Bucks PA","BRISTOL TWP WD 08 DIST 02",2233,1,1 
"42017","570","Bucks PA","BRISTOL TWP WD 09 DIST 01",2488,1,1 
"42017","580","Bucks PA","BRISTOL TWP WD 09 DIST 02",2271,1,1 
"42017","590","Bucks PA","BRISTOL TWP WD 09 DIST 03*",1957,1,1 
"42017","610","Bucks PA","BRISTOL TWP WD 10 DIST 01*",1419,1,1 
"42017","620","Bucks PA","BRISTOL TWP WD 10 DIST 02",1689,1,1 
"42017","630","Bucks PA","BRISTOL TWP WD 10 DIST 03",1445,1,1 
"42017","640","Bucks PA","BRISTOL TWP WD 11 DIST 01",2064,1,1 
"42017","650","Bucks PA","BRISTOL TWP WD 11 DIST 02",2078,1,1 
"42017","670","Bucks PA","BRISTOL VTD EAST ED 01",1428,1,1 
"42017","680","Bucks PA","BRISTOL VTD EAST ED 02",1262,1,1 
"42017","690","Bucks PA","BRISTOL VTD NORTH ED 01",1235,1,1 
"42017","700","Bucks PA","BRISTOL VTD NORTH ED 02*",1009,1,1 
"42017","710","Bucks PA","BRISTOL VTD SOUTH ED 01",529,1,1 
"42017","720","Bucks PA","BRISTOL VTD SOUTH ED 02",1000,1,1 
"42017","730","Bucks PA","BRISTOL VTD SOUTH ED 03",821,1,1 
"42017","740","Bucks PA","BRISTOL VTD WEST ED 01*",538,1,1 
"42017","750","Bucks PA","BRISTOL VTD WEST ED 02",1047,1,1 
"42017","760","Bucks PA","BRISTOL VTD WEST ED 03",857,1,1 
"42017","765","Bucks PA","BUCKINGHAM TWP VTD LOWER ED 01*",3604,1,1 
"42017","775","Bucks PA","BUCKINGHAM TWP VTD LOWER ED 02*",1632,1,1 
"42017","780","Bucks PA","BUCKINGHAM TWP VTD MIDDLE ED 01*",2929,1,1 
"42017","790","Bucks PA","BUCKINGHAM TWP VTD MIDDLE ED 02*",1743,1,1 
"42017","805","Bucks PA","BUCKINGHAM TWP VTD UPPER ED 01*",2662,1,1 
"42017","810","Bucks PA","BUCKINGHAM TWP VTD UPPER ED 02*",2944,1,1 
"42017","815","Bucks PA","BUCKINGHAM TWP VTD UPPER ED 03*",2144,1,1 
"42017","818","Bucks PA","42017818",2417,1,1 
"42017","820","Bucks PA","CHALFONT Voting District*",4009,1,1 
"42017","830","Bucks PA","DOYLESTOWN TWP WD 01*",2025,1,1 
"42017","840","Bucks PA","DOYLESTOWN TWP WD 02*",1234,1,1 
"42017","850","Bucks PA","DOYLESTOWN TWP WD 03*",1863,1,1 
"42017","860","Bucks PA","DOYLESTOWN TWP WD 04*",1293,1,1 
"42017","870","Bucks PA","DOYLESTOWN TWP WD 05*",2782,1,1 
"42017","880","Bucks PA","DOYLESTOWN TWP WD 06*",2771,1,1 
"42017","885","Bucks PA","DOYLESTOWN TWP WD 07*",3303,1,1 
"42017","890","Bucks PA","DOYLESTOWN WD 01 DIST 01*",1339,1,1 
"42017","900","Bucks PA","DOYLESTOWN WD 01 DIST 02*",1291,1,1 
"42017","910","Bucks PA","DOYLESTOWN WD 02 DIST 01*",1323,1,1 
"42017","920","Bucks PA","DOYLESTOWN WD 02 DIST 02*",2282,1,1 
"42017","930","Bucks PA","DOYLESTOWN WD 03 DIST 01*",1064,1,1 
"42017","940","Bucks PA","DOYLESTOWN WD 03 DIST 02*",1081,1,1 
"42017","950","Bucks PA","DUBLIN Voting District*",2158,1,1 
"42017","960","Bucks PA","DURHAM TWP VTD DURHAM*",1144,1,1 
"42017","980","Bucks PA","EAST ROCKHILL TWP VTD 01",2918,1,1 
"42017","985","Bucks PA","EAST ROCKHILL TWP VTD 02",2788,1,1 
"42017","990","Bucks PA","FALLS TWP WD 01 DIST 01*",2808,1,1 
"42017","1000","Bucks PA","FALLS TWP WD 01 DIST 02*",2091,1,1 
"42017","1010","Bucks PA","FALLS TWP WD 01 DIST 03*",1090,1,1 
"42017","1020","Bucks PA","FALLS TWP WD 01 DIST 04*",1531,1,1 
"42017","1030","Bucks PA","FALLS TWP WD 01 DIST 05*",3875,1,1 
"42017","1040","Bucks PA","FALLS TWP WD 01 DIST 06*",1798,1,1 
"42017","1050","Bucks PA","FALLS TWP WD 01 DIST 07*",2859,1,1 
"42017","1060","Bucks PA","FALLS TWP WD 02 DIST 01*",1818,1,1 
"42017","1070","Bucks PA","FALLS TWP WD 02 DIST 02*",1396,1,1 
"42017","1080","Bucks PA","FALLS TWP WD 03 DIST 01*",1261,1,1 
"42017","1090","Bucks PA","FALLS TWP WD 03 DIST 02*",3445,1,1 
"42017","1100","Bucks PA","FALLS TWP WD 04 DIST 01*",1732,1,1 
"42017","1110","Bucks PA","FALLS TWP WD 04 DIST 02",1584,1,1 
"42017","1120","Bucks PA","FALLS TWP WD 04 DIST 03*",1247,1,1 
"42017","1130","Bucks PA","FALLS TWP WD 04 DIST 04*",1458,1,1 
"42017","1140","Bucks PA","FALLS TWP WD 04 DIST 05*",2228,1,1 
"42017","1150","Bucks PA","FALLS TWP WD 04 DIST 06*",1073,1,1 
"42017","1160","Bucks PA","FALLS TWP WD 04 DIST 07",1006,1,1 
"42017","1170","Bucks PA","HAYCOCK TWP Voting District*",2225,1,1 
"42017","1180","Bucks PA","HILLTOWN TWP VTD BLOOMING GLEN 1*",1867,1,1 
"42017","1185","Bucks PA","HILLTOWN TWP VTD BLOOMING GLEN 2*",2471,1,1 
"42017","1190","Bucks PA","HILLTOWN TWP VTD FAIRHILL 1*",2819,1,1 
"42017","1200","Bucks PA","HILLTOWN TWP VTD FAIRHILL 2*",2883,1,1 
"42017","1210","Bucks PA","HILLTOWN TWP VTD HILLTOWN*",2653,1,1 
"42017","1220","Bucks PA","HULMEVILLE Voting District*",1003,1,1 
"42017","1230","Bucks PA","IVYLAND Voting District*",1041,1,1 
"42017","1240","Bucks PA","LANGHORNE Voting District*",1622,1,1 
"42017","1250","Bucks PA","LANGHORNE MANOR Voting District*",1442,1,1 
"42017","1260","Bucks PA","LOWER MAKEFIELD TWP VTD NORTH ED 01*",2420,1,1 
"42017","1270","Bucks PA","LOWER MAKEFIELD TWP VTD NORTH ED 02",2769,1,1 
"42017","1280","Bucks PA","LOWER MAKEFIELD TWP VTD NORTH ED 03",3053,1,1 
"42017","1290","Bucks PA","LOWER MAKEFIELD TWP VTD NORTH ED 04*",2119,1,1 
"42017","1300","Bucks PA","LOWER MAKEFIELD TWP VTD NORTH ED 05",2806,1,1 
"42017","1305","Bucks PA","LOWER MAKEFIELD TWP VTD NORTH ED 06",3227,1,1 
"42017","1310","Bucks PA","LOWER MAKEFIELD TWP VTD SOUTH ED 01*",1497,1,1 
"42017","1320","Bucks PA","LOWER MAKEFIELD TWP VTD SOUTH ED 02*",1400,1,1 
"42017","1330","Bucks PA","LOWER MAKEFIELD TWP VTD SOUTH ED 03*",1953,1,1 
"42017","1340","Bucks PA","LOWER MAKEFIELD TWP VTD SOUTH ED 04*",3610,1,1 
"42017","1350","Bucks PA","LOWER MAKEFIELD TWP VTD SOUTH ED 05*",1631,1,1 
"42017","1360","Bucks PA","LOWER MAKEFIELD TWP VTD SOUTH ED 06*",648,1,1 
"42017","1370","Bucks PA","LOWER MAKEFIELD TWP VTD SOUTH ED 07*",1957,1,1 
"42017","1380","Bucks PA","LOWER MAKEFIELD TWP VTD SOUTH ED 08*",1375,1,1 
"42017","1390","Bucks PA","LOWER MAKEFIELD TWP VTD SOUTH ED 09*",2094,1,1 
"42017","1400","Bucks PA","LOWER SOUTHAMPTON TWP VTD EAST ED 01",2071,1,1 
"42017","1410","Bucks PA","LOWER SOUTHAMPTON TWP VTD EAST ED 02*",1720,1,1 
"42017","1420","Bucks PA","LOWER SOUTHAMPTON TWP VTD EAST ED 03*",1984,1,1 
"42017","1430","Bucks PA","LOWER SOUTHAMPTON TWP VTD EAST ED 04*",1975,1,1 
"42017","1440","Bucks PA","LOWER SOUTHAMPTON TWP VTD EAST ED 05",1505,1,1 
"42017","1450","Bucks PA","LOWER SOUTHAMPTON TWP VTD WEST ED 01*",910,1,1 
"42017","1460","Bucks PA","LOWER SOUTHAMPTON TWP VTD WEST ED 02*",1247,1,1 
"42017","1470","Bucks PA","LOWER SOUTHAMPTON TWP VTD WEST ED 03*",1621,1,1 
"42017","1480","Bucks PA","LOWER SOUTHAMPTON TWP VTD WEST ED 04*",1793,1,1 
"42017","1490","Bucks PA","LOWER SOUTHAMPTON TWP VTD WEST ED 05*",1242,1,1 
"42017","1500","Bucks PA","LOWER SOUTHAMPTON TWP VTD WEST ED 06*",1668,1,1 
"42017","1510","Bucks PA","LOWER SOUTHAMPTON TWP VTD WEST ED 07*",1173,1,1 
"42017","1520","Bucks PA","MIDDLETOWN TWP VTD LOWER ED 01*",3102,1,1 
"42017","1530","Bucks PA","MIDDLETOWN TWP VTD LOWER ED 02*",2906,1,1 
"42017","1540","Bucks PA","MIDDLETOWN TWP VTD LOWER ED 03*",1426,1,1 
"42017","1550","Bucks PA","MIDDLETOWN TWP VTD LOWER ED 04*",1156,1,1 
"42017","1560","Bucks PA","MIDDLETOWN TWP VTD LOWER ED 05*",1282,1,1 
"42017","1570","Bucks PA","MIDDLETOWN TWP VTD LOWER ED 06*",1644,1,1 
"42017","1580","Bucks PA","MIDDLETOWN TWP VTD LOWER ED 07*",1759,1,1 
"42017","1590","Bucks PA","MIDDLETOWN TWP VTD LOWER ED 08*",1719,1,1 
"42017","1600","Bucks PA","MIDDLETOWN TWP VTD LOWER ED 09*",2112,1,1 
"42017","1610","Bucks PA","MIDDLETOWN TWP VTD LOWER ED 10*",1713,1,1 
"42017","1620","Bucks PA","MIDDLETOWN TWP VTD LOWER ED 11*",1228,1,1 
"42017","1630","Bucks PA","MIDDLETOWN TWP VTD LOWER ED 12*",813,1,1 
"42017","1640","Bucks PA","MIDDLETOWN TWP VTD LOWER ED 13*",5297,1,1 
"42017","1650","Bucks PA","MIDDLETOWN TWP VTD UPPER ED 01*",2121,1,1 
"42017","1660","Bucks PA","MIDDLETOWN TWP VTD UPPER ED 02*",2319,1,1 
"42017","1670","Bucks PA","MIDDLETOWN TWP VTD UPPER ED 03*",3057,1,1 
"42017","1680","Bucks PA","MIDDLETOWN TWP VTD UPPER ED 04*",2142,1,1 
"42017","1690","Bucks PA","MIDDLETOWN TWP VTD UPPER ED 05*",2332,1,1 
"42017","1700","Bucks PA","MIDDLETOWN TWP VTD UPPER ED 06*",1905,1,1 
"42017","1703","Bucks PA","MIDDLETOWN TWP VTD UPPER ED 07",1775,1,1 
"42017","1706","Bucks PA","MIDDLETOWN TWP VTD UPPER ED 08",2052,1,1 
"42017","1707","Bucks PA","420171707",1576,1,1 
"42017","1710","Bucks PA","MILFORD TWP VTD ROEDER*",1393,1,1 
"42017","1720","Bucks PA","MILFORD TWP VTD ROSEVILLE*",1783,1,1 
"42017","1730","Bucks PA","MILFORD TWP VTD SHELLY*",3042,1,1 
"42017","1740","Bucks PA","MILFORD TWP VTD TRUMBAUERSVILLE*",3684,1,1 
"42017","1755","Bucks PA","MORRISVILLE WD 01*",1954,1,1 
"42017","1765","Bucks PA","MORRISVILLE WD 02*",2375,1,1 
"42017","1775","Bucks PA","MORRISVILLE WD 03",2204,1,1 
"42017","1785","Bucks PA","MORRISVILLE WD 04",2195,1,1 
"42017","1790","Bucks PA","NEW BRITAIN TWP VTD EAST*",2726,1,1 
"42017","1800","Bucks PA","NEW BRITAIN TWP VTD SOUTH*",2407,1,1 
"42017","1810","Bucks PA","NEW BRITAIN TWP VTD SOUTH ED 02*",2000,1,1 
"42017","1820","Bucks PA","NEW BRITAIN TWP VTD WEST*",1801,1,1 
"42017","1825","Bucks PA","NEW BRITAIN TWP VTD WEST ED 02*",2136,1,1 
"42017","1830","Bucks PA","NEW BRITAIN Voting District*",3152,1,1 
"42017","1840","Bucks PA","NEW HOPE Voting District*",2528,1,1 
"42017","1850","Bucks PA","NEWTOWN TWP DIST 01*",1895,1,1 
"42017","1860","Bucks PA","NEWTOWN TWP DIST 02*",2459,1,1 
"42017","1870","Bucks PA","NEWTOWN TWP DIST 03*",2128,1,1 
"42017","1880","Bucks PA","NEWTOWN TWP DIST 04*",1332,1,1 
"42017","1890","Bucks PA","NEWTOWN TWP DIST 05*",2130,1,1 
"42017","1900","Bucks PA","NEWTOWN TWP DIST 06*",2707,1,1 
"42017","1905","Bucks PA","NEWTOWN TWP DIST 07",2805,1,1 
"42017","1910","Bucks PA","NEWTOWN DIST 01*",1101,1,1 
"42017","1915","Bucks PA","NEWTOWN TWP DIST 08",3843,1,1 
"42017","1920","Bucks PA","NEWTOWN DIST 02*",1147,1,1 
"42017","1930","Bucks PA","NOCKAMIXON TWP VTD NOCKAMIXON",1860,1,1 
"42017","1940","Bucks PA","NOCKAMIXON TWP VTD REVERE",1581,1,1 
"42017","1950","Bucks PA","NORTHAMPTON TWP DIST 01*",2815,1,1 
"42017","1960","Bucks PA","NORTHAMPTON TWP DIST 02*",1647,1,1 
"42017","1970","Bucks PA","NORTHAMPTON TWP DIST 03*",1761,1,1 
"42017","1980","Bucks PA","NORTHAMPTON TWP DIST 04*",2264,1,1 
"42017","1990","Bucks PA","NORTHAMPTON TWP DIST 05*",2577,1,1 
"42017","2000","Bucks PA","NORTHAMPTON TWP DIST 06*",2707,1,1 
"42017","2010","Bucks PA","NORTHAMPTON TWP DIST 07*",2122,1,1 
"42017","2020","Bucks PA","NORTHAMPTON TWP DIST 08*",1990,1,1 
"42017","2030","Bucks PA","NORTHAMPTON TWP DIST 09*",2140,1,1 
"42017","2040","Bucks PA","NORTHAMPTON TWP DIST 10*",2124,1,1 
"42017","2050","Bucks PA","NORTHAMPTON TWP DIST 11*",2230,1,1 
"42017","2060","Bucks PA","NORTHAMPTON TWP DIST 12*",2019,1,1 
"42017","2070","Bucks PA","NORTHAMPTON TWP DIST 13*",2342,1,1 
"42017","2080","Bucks PA","NORTHAMPTON TWP DIST 14*",3748,1,1 
"42017","2090","Bucks PA","NORTHAMPTON TWP DIST 15*",2153,1,1 
"42017","2100","Bucks PA","NORTHAMPTON TWP DIST 16*",1779,1,1 
"42017","2110","Bucks PA","NORTHAMPTON TWP DIST 17*",1383,1,1 
"42017","2112","Bucks PA","420172112",1925,1,1 
"42017","2120","Bucks PA","PENNDEL Voting District*",2328,1,1 
"42017","2130","Bucks PA","PERKASIE DIST 01*",2809,1,1 
"42017","2140","Bucks PA","PERKASIE DIST 02*",2478,1,1 
"42017","2150","Bucks PA","PERKASIE DIST 03*",3224,1,1 
"42017","2165","Bucks PA","PLUMSTEAD TWP DIST 01*",2235,1,1 
"42017","2175","Bucks PA","PLUMSTEAD TWP DIST 02*",2697,1,1 
"42017","2185","Bucks PA","PLUMSTEAD TWP DIST 03*",2805,1,1 
"42017","2190","Bucks PA","QUAKERTOWN DIST 01 ED 01*",1953,1,1 
"42017","2195","Bucks PA","PLUMSTEAD TWP DIST 04*",2484,1,1 
"42017","2196","Bucks PA","420172196",2221,1,1 
"42017","2200","Bucks PA","QUAKERTOWN DIST 01 ED 02*",1990,1,1 
"42017","2202","Bucks PA","420172202",2294,1,1 
"42017","2203","Bucks PA","420172203",2336,1,1 
"42017","2210","Bucks PA","QUAKERTOWN DIST 02",1051,1,1 
"42017","2220","Bucks PA","QUAKERTOWN DIST 03*",2377,1,1 
"42017","2230","Bucks PA","QUAKERTOWN DIST 04",1608,1,1 
"42017","2240","Bucks PA","RICHLAND TWP VTD LOWER*",7744,1,1 
"42017","2250","Bucks PA","RICHLAND TWP VTD UPPER*",5308,1,1 
"42017","2260","Bucks PA","RICHLANDTOWN Voting District*",1327,1,1 
"42017","2270","Bucks PA","RIEGELSVILLE Voting District*",868,1,1 
"42017","2280","Bucks PA","SELLERSVILLE DIST 01*",1621,1,1 
"42017","2290","Bucks PA","SELLERSVILLE DIST 02*",726,1,1 
"42017","2300","Bucks PA","SELLERSVILLE DIST 03*",1902,1,1 
"42017","2310","Bucks PA","SILVERDALE Voting District*",871,1,1 
"42017","2320","Bucks PA","SOLEBURY TWP VTD LOWER*",1787,1,1 
"42017","2325","Bucks PA","420172325",1897,1,1 
"42017","2330","Bucks PA","SOLEBURY TWP VTD MIDDLE*",2730,1,1 
"42017","2340","Bucks PA","SOLEBURY TWP VTD UPPER*",2278,1,1 
"42017","2350","Bucks PA","SPRINGFIELD TWP VTD EAST*",1687,1,1 
"42017","2360","Bucks PA","SPRINGFIELD TWP VTD MIDDLE*",1758,1,1 
"42017","2370","Bucks PA","SPRINGFIELD TWP VTD WEST*",1590,1,1 
"42017","2380","Bucks PA","TELFORD Voting District*",2207,1,1 
"42017","2390","Bucks PA","TINICUM TWP VTD DELAWARE*",1267,1,1 
"42017","2400","Bucks PA","TINICUM TWP VTD TINICUM*",1397,1,1 
"42017","2410","Bucks PA","TINICUM TWP VTD TOHICKON*",1331,1,1 
"42017","2420","Bucks PA","TRUMBAUERSVILLE Voting District*",974,1,1 
"42017","2430","Bucks PA","TULLYTOWN Voting District*",1872,1,1 
"42017","2440","Bucks PA","UPPER MAKEFIELD TWP VTD 01*",1583,1,1 
"42017","2450","Bucks PA","UPPER MAKEFIELD TWP VTD 02*",1851,1,1 
"42017","2460","Bucks PA","UPPER MAKEFIELD TWP VTD 03*",2467,1,1 
"42017","2465","Bucks PA","420172465",2289,1,1 
"42017","2470","Bucks PA","UPPER SOUTHAMPTON TWP VTD EAST ED 01",1523,1,1 
"42017","2480","Bucks PA","UPPER SOUTHAMPTON TWP VTD EAST ED 02",2357,1,1 
"42017","2490","Bucks PA","UPPER SOUTHAMPTON TWP VTD NORTH ED 01*",962,1,1 
"42017","2500","Bucks PA","UPPER SOUTHAMPTON TWP VTD NORTH ED 02*",1390,1,1 
"42017","2510","Bucks PA","UPPER SOUTHAMPTON TWP VTD NORTH ED 03*",1079,1,1 
"42017","2520","Bucks PA","UPPER SOUTHAMPTON TWP VTD NORTH ED 04*",1236,1,1 
"42017","2530","Bucks PA","UPPER SOUTHAMPTON TWP VTD SOUTH ED 01*",2287,1,1 
"42017","2540","Bucks PA","UPPER SOUTHAMPTON TWP VTD SOUTH ED 02*",1480,1,1 
