"county","vtd","cntyname","vtdname","pop10","afact","AFACT2"
"county","vtd","cntyname","Voting District Name","Total Pop, 2010 census","vtd to vtd alloc factor","vtd to vtd alloc factor"
"42091","1710","Montgomery PA","LOWER MERION TWP WD 11 PCT 03",1413,1,1 
"42091","1720","Montgomery PA","LOWER MERION TWP WD 12 PCT 01*",1299,1,1 
"42091","1725","Montgomery PA","LOWER MERION TWP WD 13 PCT 03*",1327,1,1 
"42091","1730","Montgomery PA","LOWER MERION TWP WD 12 PCT 02*",1095,1,1 
"42091","1740","Montgomery PA","LOWER MERION TWP WD 12 PCT 03*",1811,1,1 
"42091","1750","Montgomery PA","LOWER MERION TWP WD 13 PCT 01*",1268,1,1 
"42091","1760","Montgomery PA","LOWER MERION TWP WD 13 PCT 02*",1570,1,1 
"42091","1770","Montgomery PA","LOWER MERION TWP WD 14 PCT 01*",1344,1,1 
"42091","1780","Montgomery PA","LOWER MERION TWP WD 14 PCT 02",1345,1,1 
"42091","1785","Montgomery PA","LOWER MORELAND TWP VTD 04 PCT 01*",1046,1,1 
"42091","1790","Montgomery PA","LOWER MERION TWP WD 14 PCT 03*",1554,1,1 
"42091","1795","Montgomery PA","LOWER MORELAND TWP VTD 04 PCT 02*",1311,1,1 
"42091","1800","Montgomery PA","LOWER MORELAND TWP VTD 01*",1931,1,1 
"42091","1810","Montgomery PA","LOWER MORELAND TWP VTD 02*",1779,1,1 
"42091","1815","Montgomery PA","LOWER POTTSGROVE TWP VTD 01*",1948,1,1 
"42091","1820","Montgomery PA","LOWER MORELAND TWP VTD 03*",2775,1,1 
"42091","1822","Montgomery PA","LOWER POTTSGROVE TWP VTD 02",4348,1,1 
"42091","1829","Montgomery PA","LOWER POTTSGROVE TWP VTD 03",2745,1,1 
"42091","1836","Montgomery PA","LOWER POTTSGROVE TWP VTD 04",3018,1,1 
"42091","1840","Montgomery PA","LOWER MORELAND TWP VTD 05*",2205,1,1 
"42091","1845","Montgomery PA","LOWER PROVIDENCE TWP WD 01 PCT 02",2712,1,1 
"42091","1850","Montgomery PA","LOWER MORELAND TWP VTD 06*",1935,1,1 
"42091","1875","Montgomery PA","LOWER PROVIDENCE TWP WD 02 PCT 04",4051,1,1 
"42091","1880","Montgomery PA","LOWER PROVIDENCE TWP VTD 01*",3080,1,1 
"42091","1890","Montgomery PA","LOWER PROVIDENCE TWP VTD 02 ED 01*",1753,1,1 
"42091","1900","Montgomery PA","LOWER PROVIDENCE TWP VTD 02 ED 02*",2181,1,1 
"42091","1905","Montgomery PA","LOWER SALFORD TWP VTD 01*",2670,1,1 
"42091","1910","Montgomery PA","LOWER PROVIDENCE TWP VTD 02 ED 03*",2559,1,1 
"42091","1911","Montgomery PA","LOWER SALFORD TWP VTD 02*",2197,1,1 
"42091","1917","Montgomery PA","LOWER SALFORD TWP VTD 03*",2483,1,1 
"42091","1920","Montgomery PA","LOWER PROVIDENCE TWP VTD 03 ED 01*",2117,1,1 
"42091","1923","Montgomery PA","LOWER SALFORD TWP VTD 04*",2196,1,1 
"42091","1929","Montgomery PA","LOWER SALFORD TWP VTD 05*",2678,1,1 
"42091","1930","Montgomery PA","LOWER PROVIDENCE TWP VTD 03 ED 02*",1800,1,1 
"42091","1935","Montgomery PA","LOWER SALFORD TWP VTD 06*",2735,1,1 
"42091","1940","Montgomery PA","LOWER PROVIDENCE TWP VTD 03 ED 03*",3397,1,1 
"42091","1945","Montgomery PA","420911945",1786,1,1 
"42091","1965","Montgomery PA","MONTGOMERY TWP VTD 02*",2533,1,1 
"42091","1981","Montgomery PA","MONTGOMERY TWP VTD 04*",1493,1,1 
"42091","1983","Montgomery PA","MONTGOMERY TWP VTD 05*",2737,1,1 
"42091","1985","Montgomery PA","MONTGOMERY TWP VTD 06*",2738,1,1 
"42091","1987","Montgomery PA","MONTGOMERY TWP VTD 07*",4755,1,1 
"42091","1989","Montgomery PA","MONTGOMERY TWP VTD 08*",4231,1,1 
"42091","1990","Montgomery PA","MARLBOROUGH TWP Voting District*",3178,1,1 
"42091","2000","Montgomery PA","MONTGOMERY TWP VTD 01*",1732,1,1 
"42091","2020","Montgomery PA","MONTGOMERY TWP VTD 03*",4571,1,1 
"42091","2025","Montgomery PA","NEW HANOVER TWP DIST 02*",4636,1,1 
"42091","2035","Montgomery PA","NEW HANOVER TWP DIST 03*",4021,1,1 
"42091","2040","Montgomery PA","NARBERTH VTD 01*",1323,1,1 
"42091","2050","Montgomery PA","NARBERTH VTD 02*",2047,1,1 
"42091","2060","Montgomery PA","NARBERTH VTD 03*",912,1,1 
"42091","2070","Montgomery PA","NEW HANOVER TWP WD 01*",2282,1,1 
"42091","2090","Montgomery PA","NORRISTOWN VTD 01 ED 01*",2313,1,1 
"42091","2100","Montgomery PA","NORRISTOWN VTD 01 ED 02*",2554,1,1 
"42091","2110","Montgomery PA","NORRISTOWN VTD 01 ED 03*",2323,1,1 
"42091","2120","Montgomery PA","NORRISTOWN VTD 02 ED 01*",3602,1,1 
"42091","2130","Montgomery PA","NORRISTOWN VTD 02 ED 02*",3147,1,1 
"42091","2140","Montgomery PA","NORRISTOWN VTD 02 ED 03",3209,1,1 
"42091","2160","Montgomery PA","NORRISTOWN VTD 03 ED 01*",3075,1,1 
"42091","2170","Montgomery PA","NORRISTOWN VTD 03 ED 02*",3161,1,1 
"42091","2190","Montgomery PA","NORRISTOWN VTD 03 ED 03*",2379,1,1 
"42091","2195","Montgomery PA","PERKIOMEN TWP WD 01*",4484,1,1 
"42091","2200","Montgomery PA","NORRISTOWN VTD 04 ED 01",3568,1,1 
"42091","2205","Montgomery PA","PERKIOMEN TWP WD 02*",4655,1,1 
"42091","2210","Montgomery PA","NORRISTOWN VTD 04 ED 02",2610,1,1 
"42091","2220","Montgomery PA","NORRISTOWN VTD 04 ED 03",2383,1,1 
"42091","2400","Montgomery PA","NORTH WALES VTD 01*",1264,1,1 
"42091","2410","Montgomery PA","NORTH WALES VTD 02*",824,1,1 
"42091","2420","Montgomery PA","NORTH WALES VTD 03*",1141,1,1 
"42091","2430","Montgomery PA","PENNSBURG Voting District*",3843,1,1 
"42091","2450","Montgomery PA","PLYMOUTH TWP VTD 01 ED 01*",2005,1,1 
"42091","2460","Montgomery PA","PLYMOUTH TWP VTD 01 ED 02*",2214,1,1 
"42091","2470","Montgomery PA","PLYMOUTH TWP VTD 02 ED 01*",928,1,1 
"42091","2480","Montgomery PA","PLYMOUTH TWP VTD 02 ED 02",1397,1,1 
"42091","2490","Montgomery PA","PLYMOUTH TWP VTD 02 ED 03",1905,1,1 
"42091","2500","Montgomery PA","PLYMOUTH TWP VTD 03 ED 01",1814,1,1 
"42091","2510","Montgomery PA","PLYMOUTH TWP VTD 03 ED 02*",1696,1,1 
"42091","2520","Montgomery PA","PLYMOUTH TWP VTD 04 ED 01*",1227,1,1 
"42091","2530","Montgomery PA","PLYMOUTH TWP VTD 04 ED 02*",2690,1,1 
"42091","2540","Montgomery PA","PLYMOUTH TWP VTD 04 ED 03*",649,1,1 
"42091","2560","Montgomery PA","POTTSTOWN VTD 01 ED 01*",1897,1,1 
"42091","2570","Montgomery PA","POTTSTOWN VTD 01 ED 02*",1448,1,1 
"42091","2580","Montgomery PA","POTTSTOWN VTD 02 ED 01*",1526,1,1 
"42091","2600","Montgomery PA","POTTSTOWN VTD 03 ED 01*",3217,1,1 
"42091","2610","Montgomery PA","POTTSTOWN VTD 03 ED 02*",1792,1,1 
"42091","2620","Montgomery PA","POTTSTOWN VTD 04*",2838,1,1 
"42091","2630","Montgomery PA","POTTSTOWN VTD 05*",2928,1,1 
"42091","2640","Montgomery PA","POTTSTOWN VTD 06*",3399,1,1 
"42091","2660","Montgomery PA","RED HILL Voting District*",2383,1,1 
"42091","2670","Montgomery PA","ROCKLEDGE Voting District*",2543,1,1 
"42091","2680","Montgomery PA","ROYERSFORD VTD 01*",2110,1,1 
"42091","2690","Montgomery PA","ROYERSFORD VTD 02 ED 01*",2642,1,1 
"42091","2730","Montgomery PA","SALFORD TWP Voting District*",2504,1,1 
"42091","2740","Montgomery PA","SCHWENKSVILLE Voting District*",1385,1,1 
"42091","2750","Montgomery PA","SKIPPACK TWP VTD 01*",3525,1,1 
"42091","2760","Montgomery PA","SKIPPACK TWP VTD 02*",3617,1,1 
"42091","2770","Montgomery PA","SOUDERTON VTD 01*",2452,1,1 
"42091","2775","Montgomery PA","UPPER DUBLIN TWP VTD 01 ED 03*",1432,1,1 
"42091","2780","Montgomery PA","SOUDERTON VTD 02*",2159,1,1 
"42091","2790","Montgomery PA","SOUDERTON VTD 03*",2007,1,1 
"42091","2795","Montgomery PA","UPPER DUBLIN TWP VTD 02 ED 03",1578,1,1 
"42091","2800","Montgomery PA","SPRINGFIELD TWP VTD 01 ED 01*",1834,1,1 
"42091","2810","Montgomery PA","SPRINGFIELD TWP VTD 01 ED 02*",1852,1,1 
"42091","2820","Montgomery PA","SPRINGFIELD TWP VTD 02 ED 01*",1255,1,1 
"42091","2830","Montgomery PA","SPRINGFIELD TWP VTD 02 ED 02",1071,1,1 
"42091","2835","Montgomery PA","UPPER DUBLIN TWP VTD 04 ED 03*",1250,1,1 
"42091","2840","Montgomery PA","SPRINGFIELD TWP VTD 02 ED 03",689,1,1 
"42091","2850","Montgomery PA","SPRINGFIELD TWP VTD 03 ED 01*",1573,1,1 
"42091","2860","Montgomery PA","SPRINGFIELD TWP VTD 03 ED 02*",1654,1,1 
"42091","2870","Montgomery PA","SPRINGFIELD TWP VTD 04 ED 01*",948,1,1 
"42091","2875","Montgomery PA","UPPER DUBLIN TWP VTD 06 ED 03*",1539,1,1 
"42091","2880","Montgomery PA","SPRINGFIELD TWP VTD 04 ED 02*",1534,1,1 
"42091","2890","Montgomery PA","SPRINGFIELD TWP VTD 05 ED 01*",1758,1,1 
"42091","2895","Montgomery PA","UPPER DUBLIN TWP VTD 07 ED 03*",1172,1,1 
"42091","2900","Montgomery PA","SPRINGFIELD TWP VTD 05 ED 02*",725,1,1 
"42091","2910","Montgomery PA","SPRINGFIELD TWP VTD 06 ED 01*",1154,1,1 
"42091","2920","Montgomery PA","SPRINGFIELD TWP VTD 06 ED 02*",1243,1,1 
"42091","2930","Montgomery PA","SPRINGFIELD TWP VTD 07 ED 01*",813,1,1 
"42091","2940","Montgomery PA","SPRINGFIELD TWP VTD 07 ED 02*",1315,1,1 
"42091","2950","Montgomery PA","TELFORD Voting District*",2665,1,1 
"42091","2953","Montgomery PA","UPPER GWYNEDD TWP VTD 06",2656,1,1 
"42091","2956","Montgomery PA","UPPER GWYNEDD TWP VTD 07*",2651,1,1 
"42091","2960","Montgomery PA","TOWAMENCIN TWP VTD 01*",2540,1,1 
"42091","2970","Montgomery PA","TOWAMENCIN TWP VTD 01 ED 02*",1584,1,1 
"42091","2980","Montgomery PA","TOWAMENCIN TWP VTD 02 ED 01*",1923,1,1 
"42091","2990","Montgomery PA","TOWAMENCIN TWP VTD 02 ED 02*",1874,1,1 
"42091","3000","Montgomery PA","TOWAMENCIN TWP DIST 02 PCT 03*",1798,1,1 
"42091","3010","Montgomery PA","TOWAMENCIN TWP VTD 03 ED 01*",2425,1,1 
"42091","3011","Montgomery PA","420913011",2036,1,1 
"42091","3012","Montgomery PA","420913012",1814,1,1 
"42091","3020","Montgomery PA","TOWAMENCIN TWP VTD 03 ED 02*",1584,1,1 
"42091","3030","Montgomery PA","TRAPPE Voting District*",3509,1,1 
"42091","3040","Montgomery PA","UPPER DUBLIN TWP VTD 01 ED 01*",1135,1,1 
"42091","3050","Montgomery PA","UPPER DUBLIN TWP VTD 01 ED 02*",1250,1,1 
"42091","3060","Montgomery PA","UPPER DUBLIN TWP VTD 02 ED 01",1220,1,1 
"42091","3070","Montgomery PA","UPPER DUBLIN TWP VTD 02 ED 02*",957,1,1 
"42091","3080","Montgomery PA","UPPER DUBLIN TWP VTD 03 ED 01",2623,1,1 
"42091","3090","Montgomery PA","UPPER DUBLIN TWP VTD 03 ED 02",1467,1,1 
"42091","3100","Montgomery PA","UPPER DUBLIN TWP VTD 04 ED 01",932,1,1 
"42091","3110","Montgomery PA","UPPER DUBLIN TWP VTD 04 ED 02*",1593,1,1 
"42091","3120","Montgomery PA","UPPER DUBLIN TWP VTD 05 ED 01",1013,1,1 
"42091","3130","Montgomery PA","UPPER DUBLIN TWP VTD 05 ED 02",2003,1,1 
"42091","3140","Montgomery PA","UPPER DUBLIN TWP VTD 06 ED 01*",690,1,1 
"42091","3150","Montgomery PA","UPPER DUBLIN TWP VTD 06 ED 02*",1341,1,1 
"42091","3160","Montgomery PA","UPPER DUBLIN TWP VTD 07 ED 01*",1054,1,1 
"42091","3170","Montgomery PA","UPPER DUBLIN TWP VTD 07 ED 02*",1320,1,1 
"42091","3180","Montgomery PA","UPPER FREDERICK TWP Voting District*",3523,1,1 
"42091","3193","Montgomery PA","UPPER GWYNEDD TWP VTD 01*",1360,1,1 
"42091","3200","Montgomery PA","UPPER GWYNEDD TWP VTD 02*",1530,1,1 
"42091","3210","Montgomery PA","UPPER GWYNEDD TWP VTD 03*",2642,1,1 
"42091","3223","Montgomery PA","UPPER GWYNEDD TWP VTD 04",3217,1,1 
"42091","3233","Montgomery PA","UPPER GWYNEDD TWP VTD 05*",1496,1,1 
"42091","3240","Montgomery PA","UPPER HANOVER TWP VTD 01",3272,1,1 
"42091","3250","Montgomery PA","UPPER HANOVER TWP VTD 02",1471,1,1 
"42091","3260","Montgomery PA","UPPER HANOVER TWP VTD 03",1721,1,1 
"42091","3270","Montgomery PA","UPPER MERION TWP VTD BELMONT ED 01*",1146,1,1 
"42091","3280","Montgomery PA","UPPER MERION TWP VTD BELMONT ED 02*",2451,1,1 
"42091","3290","Montgomery PA","UPPER MERION TWP VTD BELMONT ED 03*",1494,1,1 
"42091","3300","Montgomery PA","UPPER MERION TWP VTD BELMONT ED 04*",2833,1,1 
"42091","3310","Montgomery PA","UPPER MERION TWP VTD BELMONT ED 05",2001,1,1 
"42091","3320","Montgomery PA","UPPER MERION TWP VTD CANDLEBROOK ED 01*",2167,1,1 
"42091","3330","Montgomery PA","UPPER MERION TWP VTD CANDLEBROOK ED 02",3099,1,1 
"42091","3340","Montgomery PA","UPPER MERION TWP VTD GULPH ED 01",2983,1,1 
"42091","3350","Montgomery PA","UPPER MERION TWP VTD GULPH ED 02*",2228,1,1 
"42091","3360","Montgomery PA","UPPER MERION TWP VTD KING ED 01*",1316,1,1 
"42091","3370","Montgomery PA","UPPER MERION TWP VTD KING ED 02*",2271,1,1 
"42091","3380","Montgomery PA","UPPER MERION TWP VTD ROBERTS*",2632,1,1 
"42091","3390","Montgomery PA","UPPER MERION TWP VTD SWEDELAND",805,1,1 
"42091","3400","Montgomery PA","UPPER MERION TWP VTD SWEDESBURG*",969,1,1 
"42091","3410","Montgomery PA","UPPER MORELAND TWP VTD 01 ED 01*",1981,1,1 
"42091","3420","Montgomery PA","UPPER MORELAND TWP VTD 01 ED 02*",1673,1,1 
"42091","3430","Montgomery PA","UPPER MORELAND TWP VTD 02 ED 01*",1798,1,1 
"42091","3440","Montgomery PA","UPPER MORELAND TWP VTD 02 ED 02",1465,1,1 
"42091","3450","Montgomery PA","UPPER MORELAND TWP VTD 03 ED 01",2078,1,1 
"42091","3460","Montgomery PA","UPPER MORELAND TWP VTD 03 ED 02*",1477,1,1 
"42091","3470","Montgomery PA","UPPER MORELAND TWP VTD 04 ED 01*",1536,1,1 
"42091","3480","Montgomery PA","UPPER MORELAND TWP VTD 04 ED 02*",1962,1,1 
"42091","3490","Montgomery PA","UPPER MORELAND TWP VTD 05 ED 01",1254,1,1 
"42091","3500","Montgomery PA","UPPER MORELAND TWP VTD 05 ED 02*",1381,1,1 
"42091","3510","Montgomery PA","UPPER MORELAND TWP VTD 06 ED 01*",1450,1,1 
"42091","3520","Montgomery PA","UPPER MORELAND TWP VTD 06 ED 02*",1618,1,1 
"42091","3530","Montgomery PA","UPPER MORELAND TWP VTD 07 ED 01",1836,1,1 
"42091","3540","Montgomery PA","UPPER MORELAND TWP VTD 07 ED 02",2506,1,1 
"42091","3550","Montgomery PA","UPPER POTTSGROVE TWP Voting District*",5315,1,1 
"42091","3561","Montgomery PA","UPPER PROVIDENCE TWP VTD MINGO ED 01*",3345,1,1 
"42091","3565","Montgomery PA","UPPER PROVIDENCE TWP VTD MINGO ED 02*",4440,1,1 
"42091","3570","Montgomery PA","UPPER PROVIDENCE TWP VTD MONT CLARE*",3606,1,1 
"42091","3580","Montgomery PA","UPPER PROVIDENCE TWP VTD OAKS*",4854,1,1 
"42091","3590","Montgomery PA","UPPER PROVIDENCE TWP VTD TRAPPE*",4974,1,1 
"42091","3600","Montgomery PA","UPPER SALFORD TWP Voting District*",3299,1,1 
"42091","3610","Montgomery PA","WEST CONSHOHOCKEN Voting District*",1320,1,1 
"42091","3620","Montgomery PA","WEST NORRITON TWP VTD 01*",2471,1,1 
"42091","3630","Montgomery PA","WEST NORRITON TWP VTD 01 ED 02",1231,1,1 
"42091","3640","Montgomery PA","WEST NORRITON TWP VTD 02",1969,1,1 
"42091","3643","Montgomery PA","420913643",1266,1,1 
"42091","3646","Montgomery PA","WORCESTER TWP DIST EAST DIST 01*",2388,1,1 
"42091","3650","Montgomery PA","WEST NORRITON TWP VTD 02 ED 02*",1353,1,1 
"42091","3652","Montgomery PA","WORCESTER TWP DIST EAST DIST 02*",2568,1,1 
"42091","3658","Montgomery PA","WORCESTER TWP DIST EAST DIST 03*",1869,1,1 
"42091","3660","Montgomery PA","WEST NORRITON TWP VTD 03*",3118,1,1 
"42091","3665","Montgomery PA","WORCESTER TWP DIST WEST*",2925,1,1 
"42091","3670","Montgomery PA","WEST NORRITON TWP VTD 03 ED 02*",1507,1,1 
"42091","3680","Montgomery PA","WEST NORRITON TWP VTD 04*",1773,1,1 
"42091","3690","Montgomery PA","WEST NORRITON TWP VTD 04 ED 02*",2241,1,1 
"42091","3700","Montgomery PA","WEST POTTSGROVE TWP Voting District*",3874,1,1 
"42091","3710","Montgomery PA","WHITEMARSH TWP VTD EAST ED 01*",1324,1,1 
"42091","3720","Montgomery PA","WHITEMARSH TWP VTD EAST ED 02*",2052,1,1 
"42091","3730","Montgomery PA","WHITEMARSH TWP VTD MIDDLE ED 01*",1891,1,1 
"42091","3740","Montgomery PA","WHITEMARSH TWP VTD MIDDLE ED 02*",872,1,1 
"42091","3750","Montgomery PA","WHITEMARSH TWP VTD MIDDLE ED 03",2113,1,1 
"42091","3760","Montgomery PA","WHITEMARSH TWP VTD MIDDLE ED 04",1822,1,1 
"42091","3770","Montgomery PA","WHITEMARSH TWP VTD MIDDLE ED 05",1146,1,1 
"42091","3780","Montgomery PA","WHITEMARSH TWP VTD WEST ED 01*",1643,1,1 
"42091","3790","Montgomery PA","WHITEMARSH TWP VTD WEST ED 02*",2513,1,1 
"42091","3800","Montgomery PA","WHITEMARSH TWP VTD WEST ED 03",1973,1,1 
"42091","3810","Montgomery PA","WHITPAIN TWP VTD 01*",1470,1,1 
"42091","3811","Montgomery PA","WHITPAIN TWP VTD 01*",3010,1,1 
"42091","3821","Montgomery PA","WHITPAIN TWP VTD 03*",1350,1,1 
"42091","3825","Montgomery PA","WHITPAIN TWP VTD 04*",1317,1,1 
"42091","3831","Montgomery PA","WHITPAIN TWP VTD 05*",1224,1,1 
"42091","3835","Montgomery PA","WHITPAIN TWP VTD 06*",1266,1,1 
"42091","3841","Montgomery PA","WHITPAIN TWP VTD 07*",1319,1,1 
"42091","3845","Montgomery PA","WHITPAIN TWP VTD 08*",1169,1,1 
"42091","3855","Montgomery PA","WHITPAIN TWP VTD 09*",2154,1,1 
"42091","3860","Montgomery PA","WHITPAIN TWP VTD 02*",1374,1,1 
"42091","3861","Montgomery PA","WHITPAIN TWP VTD 11*",1956,1,1 
"42091","PR415","Montgomery PA","42091PR415",2076,1,1 
"42091","PR416","Montgomery PA","42091PR416",1256,1,1 
"42091","PR417","Montgomery PA","42091PR417",6573,1,1 
"42093","10","Montour PA","ANTHONY TWP Voting District*",1501,1,1 
"42093","20","Montour PA","COOPER TWP Voting District*",932,1,1 
"42093","30","Montour PA","DANVILLE VTD 01",1151,1,1 
"42093","40","Montour PA","DANVILLE VTD 02*",1183,1,1 
"42093","50","Montour PA","DANVILLE VTD 03",1137,1,1 
"42093","60","Montour PA","DANVILLE VTD 04",1228,1,1 
"42093","70","Montour PA","DERRY TWP Voting District*",1130,1,1 
"42093","80","Montour PA","LIBERTY TWP Voting District*",1584,1,1 
"42093","90","Montour PA","LIMESTONE TWP Voting District*",1066,1,1 
"42093","105","Montour PA","MAHONING TWP DIST 01",2776,1,1 
"42093","115","Montour PA","MAHONING TWP DIST 02",1395,1,1 
"42093","120","Montour PA","MAYBERRY TWP Voting District*",250,1,1 
"42093","130","Montour PA","VALLEY TWP Voting District*",2158,1,1 
"42093","140","Montour PA","WASHINGTONVILLE Voting District*",273,1,1 
"42093","150","Montour PA","WEST HEMLOCK TWP Voting District*",503,1,1 
"42095","10","Northampton PA","ALLEN TWP Voting District*",4269,1,1 
"42095","20","Northampton PA","BANGOR WD 01",1634,1,1 
"42095","30","Northampton PA","BANGOR WD 02*",1239,1,1 
"42095","40","Northampton PA","BANGOR WD 03*",1247,1,1 
"42095","50","Northampton PA","BANGOR WD 04",1153,1,1 
"42095","60","Northampton PA","BATH Voting District*",2693,1,1 
"42095","70","Northampton PA","BETHLEHEM WD 01 ED NORTH*",1673,1,1 
"42095","80","Northampton PA","BETHLEHEM WD 01 ED SOUTH*",1967,1,1 
"42095","90","Northampton PA","BETHLEHEM WD 02",3658,1,1 
"42095","100","Northampton PA","BETHLEHEM WD 03",1929,1,1 
"42095","115","Northampton PA","BETHLEHEM WD 04",586,1,1 
"42095","117","Northampton PA","42095117",2875,1,1 
"42095","130","Northampton PA","BETHLEHEM WD 05",3240,1,1 
"42095","140","Northampton PA","BETHLEHEM WD 06",1395,1,1 
"42095","150","Northampton PA","BETHLEHEM WD 07",1872,1,1 
"42095","160","Northampton PA","BETHLEHEM WD 08*",2832,1,1 
"42095","170","Northampton PA","BETHLEHEM WD 09 DIST 01*",1083,1,1 
"42095","180","Northampton PA","BETHLEHEM WD 09 DIST 02*",1200,1,1 
"42095","190","Northampton PA","BETHLEHEM WD 09 DIST 03",2137,1,1 
"42095","200","Northampton PA","BETHLEHEM WD 14 DIST 01*",1692,1,1 
"42095","210","Northampton PA","BETHLEHEM WD 14 DIST 02*",2418,1,1 
"42095","220","Northampton PA","BETHLEHEM WD 14 DIST 03*",1849,1,1 
"42095","230","Northampton PA","BETHLEHEM WD 14 DIST 04*",1780,1,1 
"42095","240","Northampton PA","BETHLEHEM WD 14 DIST 05*",2120,1,1 
"42095","250","Northampton PA","BETHLEHEM WD 14 DIST 06*",3246,1,1 
"42095","255","Northampton PA","BETHLEHEM WD 14 DIST 07*",1553,1,1 
"42095","270","Northampton PA","BETHLEHEM WD 14 DIST 08*",1212,1,1 
"42095","280","Northampton PA","BETHLEHEM WD 15 DIST 01",2242,1,1 
"42095","290","Northampton PA","BETHLEHEM WD 15 DIST 02*",2513,1,1 
"42095","300","Northampton PA","BETHLEHEM WD 15 DIST 03*",4413,1,1 
"42095","310","Northampton PA","BETHLEHEM WD 16",2845,1,1 
"42095","320","Northampton PA","BETHLEHEM WD 17",1309,1,1 
"42095","330","Northampton PA","BETHLEHEM TWP WD 01 DIST 01*",1553,1,1 
"42095","335","Northampton PA","BETHLEHEM TWP WD 01 DIST 02*",2140,1,1 
"42095","336","Northampton PA","42095336",2666,1,1 
"42095","337","Northampton PA","42095337",737,1,1 
"42095","340","Northampton PA","BETHLEHEM TWP WD 02*",1961,1,1 
"42095","345","Northampton PA","42095345",1692,1,1 
"42095","350","Northampton PA","BETHLEHEM TWP WD 03 DIST 01*",288,1,1 
"42095","355","Northampton PA","42095355",2004,1,1 
"42095","360","Northampton PA","BETHLEHEM TWP WD 03 DIST 02*",398,1,1 
"42095","361","Northampton PA","BETHLEHEM TOWNSHIP WD 04(B)*",980,1,1 
"42095","365","Northampton PA","42095365",1757,1,1 
"42095","367","Northampton PA","42095367",526,1,1 
"42095","370","Northampton PA","BETHLEHEM TWP WD 04(a)",230,1,1 
"42095","375","Northampton PA","BETHLEHEM TWP WD 04 PCT 02",1952,1,1 
"42095","377","Northampton PA","42095377",1964,1,1 
"42095","378","Northampton PA","42095378",2882,1,1 
"42095","380","Northampton PA","BUSHKILL TWP VTD CENTRE*",3778,1,1 
"42095","390","Northampton PA","BUSHKILL TWP VTD CHERRY HILL*",2550,1,1 
"42095","400","Northampton PA","BUSHKILL TWP VTD CLEARFIELD*",1850,1,1 
"42095","410","Northampton PA","CHAPMAN Voting District*",199,1,1 
"42095","420","Northampton PA","EAST ALLEN TWP VTD EAST",2331,1,1 
"42095","430","Northampton PA","EAST ALLEN TWP VTD WEST",2572,1,1 
"42095","440","Northampton PA","EAST BANGOR Voting District*",1172,1,1 
"42095","450","Northampton PA","EASTON WD 02*",1007,1,1 
"42095","460","Northampton PA","EASTON WD 03 DIST 02*",1504,1,1 
"42095","470","Northampton PA","EASTON WD 03 DIST 03*",2727,1,1 
"42095","480","Northampton PA","EASTON WD 03 DIST 04*",1109,1,1 
"42095","490","Northampton PA","EASTON WD 04*",2561,1,1 
"42095","500","Northampton PA","EASTON WD 05*",961,1,1 
"42095","510","Northampton PA","EASTON WD 06*",2631,1,1 
"42095","520","Northampton PA","EASTON WD 07*",1951,1,1 
"42095","530","Northampton PA","EASTON WD 08 DIST EAST*",1864,1,1 
"42095","540","Northampton PA","EASTON WD 08 DIST WEST*",2227,1,1 
"42095","550","Northampton PA","EASTON WD 09*",2643,1,1 
"42095","560","Northampton PA","EASTON WD 10 DIST EAST*",1140,1,1 
"42095","570","Northampton PA","EASTONWD 10 DIST WEST*",1483,1,1 
"42095","580","Northampton PA","EASTON WD 11",1645,1,1 
"42095","590","Northampton PA","EASTON WD 12",1347,1,1 
"42095","594","Northampton PA","FORKS TWP VTD EASTERN DIST 01*",3442,1,1 
"42095","601","Northampton PA","FORKS TWP VTD EASTERN DIST 02*",4423,1,1 
"42095","608","Northampton PA","FORKS TWP VTD WESTERN DIST 01*",3228,1,1 
"42095","615","Northampton PA","FORKS TWP VTD WESTERN DIST 02*",3628,1,1 
"42095","620","Northampton PA","FREEMANSBURG Voting District*",2636,1,1 
"42095","630","Northampton PA","GLENDON Voting District*",440,1,1 
"42095","640","Northampton PA","HANOVER TWP VTD 01*",1644,1,1 
"42095","650","Northampton PA","HANOVER TWP VTD 02",2776,1,1 
"42095","660","Northampton PA","HANOVER TWP VTD 03",1212,1,1 
"42095","665","Northampton PA","HANOVER TWP VTD 04*",2076,1,1 
"42095","667","Northampton PA","42095667",1739,1,1 
"42095","668","Northampton PA","42095668",1419,1,1 
"42095","670","Northampton PA","HELLERTOWN WD 01*",1869,1,1 
"42095","680","Northampton PA","HELLERTOWN WD 02*",1766,1,1 
"42095","690","Northampton PA","HELLERTOWN WD 03*",2263,1,1 
"42095","700","Northampton PA","LEHIGH TWP DIST CENTRAL",2353,1,1 
"42095","710","Northampton PA","LEHIGH TWP DIST DANIELSVILLE",3054,1,1 
"42095","720","Northampton PA","LEHIGH TWP DIST NORTHWEST",1285,1,1 
"42095","730","Northampton PA","LEHIGH TWP DIST PENN",2227,1,1 
"42095","740","Northampton PA","LEHIGH TWP DIST TREICHLERS",1607,1,1 
"42095","750","Northampton PA","LOWER MT. BETHEL TWP DIST LOWER*",2049,1,1 
"42095","760","Northampton PA","LOWER MT. BETHEL TWP DIST UPPER*",1052,1,1 
"42095","770","Northampton PA","LOWER NAZARETH TWP VTD 01*",3524,1,1 
"42095","780","Northampton PA","LOWER NAZARETH TWP VTD 02*",2150,1,1 
